I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,SH_LT,SH_MD,SH_HV,Ext_MD,Ext_HV,TOT
   18,   13,     29.79,         0,      0.11,     40.21,     76.53,         0,         0,         0,      1.16,      4.24,      2.02,         0,         0,    154.06
   18,   14,    194.91,     19.00,     26.40,    273.82,    650.89,         0,         0,         0,     10.19,     65.95,     21.75,         0,         0,   1262.91
   18,   15,      3.78,         0,      1.63,      2.90,     32.48,         0,         0,         0,      0.69,      1.73,      0.79,         0,         0,     44.00
   18,   16,     57.00,         0,      9.53,     53.17,    316.90,         0,         0,         0,      5.63,     31.91,     11.85,         0,         0,    485.99
   18,   17,    101.23,         0,     37.36,    198.36,    513.34,         0,         0,         0,     13.31,     86.86,     22.05,         0,         0,    972.51
   18,   18,     90.71,         0,     13.48,   1034.97,   3154.43,         0,         0,         0,     34.76,    104.98,     17.31,         0,         0,   4450.64
   18,   19,      0.16,         0,      0.19,         0,      3.17,         0,         0,         0,      0.01,      0.15,         0,         0,         0,      3.68
   18,   20,     12.34,         0,      3.36,      6.37,    105.80,         0,         0,         0,      4.10,      5.07,      2.16,         0,         0,    139.20
   18,   21,      4.26,     58.00,      0.44,      6.00,     46.37,         0,         0,         0,      0.29,      1.60,      0.01,         0,         0,    116.97
   18,   22,      0.53,         0,         0,      0.20,     12.11,         0,         0,         0,         0,      0.01,         0,         0,         0,     12.85
   18,   23,         0,         0,         0,         0,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
   18,   24,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
   18,   25,      0.01,         0,         0,      0.20,      0.61,         0,         0,         0,         0,         0,         0,         0,         0,      0.82
   18,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   18,   27,         0,         0,         0,         0,         0,     19.95,         0,         0,         0,         0,         0,      3.49,      2.25,     25.69
   19,    1,      2.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.04
   19,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   19,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   19,    4,     14.04,         0,         0,      5.21,         0,         0,         0,         0,         0,         0,         0,         0,         0,     19.25
   19,    5,     22.98,         0,         0,     21.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,     44.05
   19,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   19,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   19,    8,     63.99,         0,         0,    196.59,      4.52,         0,         0,         0,         0,         0,         0,         0,         0,    265.10
   19,    9,    176.77,         0,      1.41,    482.47,     27.25,         0,         0,         0,      0.01,      2.11,         0,         0,         0,    690.02
   19,   10,         0,         0,         0,      0.38,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.38
   19,   11,    397.69,         0,      1.82,    502.32,     23.13,         0,         0,         0,      1.43,      6.53,      0.10,         0,         0,    933.02
   19,   12,   1480.92,         0,     12.39,   2181.87,    143.63,         0,         0,         0,     12.41,     32.84,      3.38,         0,         0,   3867.44
   19,   13,    373.56,         0,      0.03,    871.70,     27.98,         0,         0,         0,      0.54,      6.10,      0.01,         0,         0,   1279.92
   19,   14,   1517.35,         0,      6.65,   2948.64,    163.24,         0,         0,         0,      7.27,     27.39,      2.66,         0,         0,   4673.20
   19,   15,    370.93,         0,     30.94,    601.65,    103.82,         0,         0,         0,     14.79,     52.60,     25.06,         0,         0,   1199.79
   19,   16,   2891.47,         0,    114.85,   4669.56,    513.88,         0,         0,         0,     59.26,    204.64,    103.52,         0,         0,   8557.18
   19,   17,   1487.35,         0,     45.28,   3068.03,    286.51,         0,         0,         0,     33.41,     85.02,     45.18,         0,         0,   5050.78
   19,   18,     14.49,         0,         0,     82.90,      3.94,         0,         0,         0,         0,      0.26,         0,         0,         0,    101.59
   19,   19,   2870.36,         0,  12718.32,  40042.02,   5058.71,         0,         0,         0,   2151.19,   3193.09,    911.58,         0,         0,  66945.27
   19,   20,   7167.75,     31.00,   1874.72,  26454.34,   2715.34,         0,         0,         0,    690.81,   1736.21,    671.01,         0,         0,  41341.18
   19,   21,   2215.95,    618.00,     37.01,   4107.51,    433.60,         0,         0,         0,    115.93,    159.16,    138.86,         0,         0,   7826.02
   19,   22,    351.34,         0,      7.55,    555.22,     63.51,         0,         0,         0,     15.03,     14.22,      4.95,         0,         0,   1011.82
   19,   23,     10.38,         0,      0.14,      7.36,      1.03,         0,         0,         0,      0.64,      0.86,      0.44,         0,         0,     20.85
   19,   24,         0,         0,         0,      2.81,      0.04,         0,         0,         0,      0.03,      0.19,      0.02,         0,         0,      3.09
   19,   25,      6.25,         0,         0,    132.56,      3.62,         0,         0,         0,      0.20,      0.26,         0,         0,         0,    142.89
   19,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   19,   27,         0,         0,         0,         0,         0,    383.16,         0,         0,         0,         0,         0,     48.30,     34.57,    466.03
   20,    1,     11.66,         0,         0,      0.12,         0,         0,         0,         0,         0,         0,         0,         0,         0,     11.78
   20,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   20,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   20,    4,     87.79,         0,         0,    110.27,     20.94,         0,         0,         0,         0,         0,         0,         0,         0,    219.00
   20,    5,    148.72,     66.00,      0.01,    309.66,     65.68,         0,         0,         0,         0,         0,         0,         0,         0,    590.07
   20,    6,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   20,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   20,    8,    426.66,      7.00,      1.94,    759.29,    349.50,         0,         0,         0,      0.01,     10.94,         0,         0,         0,   1555.34
   20,    9,   1301.51,         0,      6.08,   1184.06,    608.56,         0,         0,         0,     63.81,    106.25,     24.75,         0,         0,   3295.02
   20,   10,         0,         0,         0,      1.54,      0.03,         0,         0,         0,         0,         0,         0,         0,         0,      1.57
   20,   11,   2438.67,         0,      7.85,   1557.05,    451.63,         0,         0,         0,     49.17,     85.35,     37.99,         0,         0,   4627.71
   20,   12,  10788.29,    255.00,     79.70,  11261.03,   3774.34,         0,         0,         0,    408.76,    789.95,    608.66,         0,         0,  27965.73
   20,   13,   3019.41,    125.00,      0.37,   3329.53,    862.85,         0,         0,         0,     78.69,    116.18,    100.20,         0,         0,   7632.23
   20,   14,  12242.42,   1064.00,     85.71,  13049.61,   4905.22,         0,         0,         0,    403.35,    921.22,    704.97,         0,         0,  33376.50
   20,   15,   1935.70,         0,    158.96,   2679.11,   1597.15,         0,         0,         0,    197.11,    933.37,    398.32,         0,         0,   7899.72
   20,   16,  19815.93,     88.00,    959.59,  24374.23,  10424.23,         0,         0,         0,   1012.57,   4942.35,   2131.28,         0,         0,  63748.18
   20,   17,  13556.93,         0,    562.49,  21732.72,   7902.81,         0,         0,         0,    816.87,   3708.56,   1607.54,         0,         0,  49887.92
   20,   18,    118.56,         0,         0,    155.74,    101.19,         0,         0,         0,      2.71,      6.10,      2.40,         0,         0,    386.70
   20,   19,   1705.83,         0,   3474.31,   9106.37,   2380.25,         0,         0,         0,    631.05,   1545.25,    638.50,         0,         0,  19481.56
   20,   20,  86568.27,    346.00,  92783.76, 540453.48, 186527.64,         0,         0,         0,  31515.31,  49065.62,  16402.49,         0,         0,1003662.57
   20,   21,  27190.98,   8720.00,   1790.72,  53634.69,  23579.13,         0,         0,         0,   3998.25,  10891.82,   5385.73,         0,         0, 135191.32
   20,   22,   3475.32,         0,    128.23,   2854.04,   3137.16,         0,         0,         0,    638.14,   1385.12,   1160.22,         0,         0,  12778.23
   20,   23,     49.59,         0,      0.23,     30.67,     19.05,         0,         0,         0,      8.69,     11.34,      6.02,         0,         0,    125.59
   20,   24,         0,         0,         0,     81.89,     10.47,         0,         0,         0,      4.20,      6.48,      1.45,         0,         0,    104.49
   20,   25,     70.25,         0,         0,    340.43,    153.79,         0,         0,         0,     21.33,     32.71,     14.97,         0,         0,    633.48
   20,   26,         0,         0,         0,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
   20,   27,         0,         0,         0,         0,         0,   3914.26,         0,         0,         0,         0,         0,   1188.50,    979.33,   6082.09
   21,    1,      3.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3.17
   21,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   21,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   21,    4,     24.93,         0,         0,      1.76,         0,         0,         0,         0,         0,         0,         0,         0,         0,     26.69
   21,    5,     47.25,     22.00,         0,     11.52,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,     80.83
   21,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   21,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   21,    8,    134.28,      1.00,         0,    108.00,     49.51,         0,         0,         0,         0,         0,         0,         0,         0,    292.79
   21,    9,    365.72,         0,      2.24,    218.37,    340.55,         0,         0,         0,      0.19,     23.94,      0.01,         0,         0,    951.02
   21,   10,         0,         0,         0,      0.09,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.09
   21,   11,    586.88,         0,      1.54,    249.29,    183.05,         0,         0,         0,      0.82,     28.09,      0.13,         0,         0,   1049.80
   21,   12,   2597.58,    121.00,     12.36,   2612.63,   1315.44,         0,         0,         0,     73.80,    224.70,     32.78,         0,         0,   6990.29
   21,   13,    874.00,    168.00,         0,    476.53,    332.65,         0,         0,         0,      6.72,     50.88,      1.42,         0,         0,   1910.20
   21,   14,   3189.76,    531.00,      8.85,   1797.28,   1845.68,         0,         0,         0,     76.10,    234.42,     45.35,         0,         0,   7728.44
   21,   15,    277.09,         0,     26.18,    196.69,    483.38,         0,         0,         0,     53.66,     93.49,     57.63,         0,         0,   1188.12
   21,   16,   3425.46,     28.00,    114.35,   1925.12,   3484.31,         0,         0,         0,    305.49,    705.00,    544.17,         0,         0,  10531.90
   21,   17,   2731.04,         0,     84.05,   1926.84,   2849.75,         0,         0,         0,    258.18,    612.19,    438.75,         0,         0,   8900.80
   21,   18,     28.42,         0,         0,     19.33,     44.21,         0,         0,         0,      0.10,      2.06,      0.01,         0,         0,     94.13
   21,   19,    186.17,         0,     31.27,     78.96,    361.06,         0,         0,         0,     86.42,    143.79,    136.57,         0,         0,   1024.24
   21,   20,  22165.33,    131.00,   4361.86,  27061.03,  23634.08,         0,         0,         0,   3720.13,  11276.36,   5537.89,         0,         0,  97887.68
   21,   21,  95140.96,  42645.00,  54458.09, 460382.95, 231705.11,         0,         0,         0,  30286.57,  49658.40,  17841.49,         0,         0, 982118.57
   21,   22,  10696.40,         0,   2198.58,   9965.33,  13249.13,         0,         0,         0,   1977.43,   6388.18,   3374.19,         0,         0,  47849.24
   21,   23,     21.15,         0,      0.89,      4.73,     35.72,         0,         0,         0,     12.26,     10.26,     10.95,         0,         0,     95.96
   21,   24,         0,         0,         0,      1.81,      0.98,         0,         0,         0,      0.32,      1.10,      0.36,         0,         0,      4.57
   21,   25,    122.67,         0,         0,    385.71,    382.70,         0,         0,         0,     65.23,    122.10,     54.83,         0,         0,   1133.24
   21,   26,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
   21,   27,         0,         0,         0,         0,         0,   3672.41,         0,         0,         0,         0,         0,   1603.42,   1273.96,   6549.79
   22,    1,      2.60,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.60
   22,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   22,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   22,    4,     17.84,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     17.84
   22,    5,     29.28,     98.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    127.28
   22,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   22,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   22,    8,     92.71,     15.00,         0,      3.13,         0,         0,         0,         0,         0,         0,         0,         0,         0,    110.84
   22,    9,    233.78,         0,         0,    229.72,     73.48,         0,         0,         0,         0,         0,         0,         0,         0,    536.98
   22,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   22,   11,    386.94,         0,         0,    353.22,     49.43,         0,         0,         0,         0,      0.14,         0,         0,         0,    789.73
   22,   12,   1566.21,         0,      0.42,   2320.07,    387.65,         0,         0,         0,      0.27,     19.87,      0.04,         0,         0,   4294.53
   22,   13,    510.96,      9.00,         0,    824.66,    106.40,         0,         0,         0,         0,      1.67,         0,         0,         0,   1452.69
   22,   14,   1831.48,    204.00,      0.33,   2633.46,    519.22,         0,         0,         0,      0.35,     19.53,      0.05,         0,         0,   5208.42
   22,   15,    141.66,         0,      4.89,    184.78,    103.77,         0,         0,         0,      1.79,     14.21,      0.17,         0,         0,    451.27
   22,   16,   1663.71,         0,     17.36,   1544.24,    809.19,         0,         0,         0,     32.42,     98.99,     21.87,         0,         0,   4187.78
   22,   17,   1336.86,         0,      6.32,   1578.65,    659.35,         0,         0,         0,     26.54,     78.51,     19.32,         0,         0,   3705.55
   22,   18,     15.08,         0,         0,     38.29,     14.19,         0,         0,         0,         0,      0.05,         0,         0,         0,     67.61
   22,   19,     87.00,         0,      4.94,     44.00,     65.74,         0,         0,         0,     11.35,     14.68,      5.17,         0,         0,    232.88
   22,   20,   7361.60,         0,    153.69,   4607.92,   3956.87,         0,         0,         0,    647.82,   1626.00,   1266.72,         0,         0,  19620.62
   22,   21,  29487.05,   4210.00,    412.77,  38979.66,  15897.85,         0,         0,         0,   2181.71,   7188.09,   3573.23,         0,         0, 101930.36
   22,   22,  53443.64,         0,  50475.73, 312934.88, 106635.37,         0,         0,         0,  17446.46,  28455.58,   9563.25,         0,         0, 578954.91
   22,   23,    289.69,         0,     58.65,    320.28,    135.74,         0,         0,         0,     33.78,    110.45,     56.79,         0,         0,   1005.38
   22,   24,         0,         0,         0,      0.67,      0.09,         0,         0,         0,         0,         0,         0,         0,         0,      0.76
   22,   25,     67.63,         0,         0,   1006.65,    270.06,         0,         0,         0,     75.41,    171.32,     58.61,         0,         0,   1649.68
   22,   26,         0,         0,         0,      1.18,      0.05,         0,         0,         0,         0,      0.13,      0.01,         0,         0,      1.37
   22,   27,         0,         0,         0,         0,         0,   3218.95,         0,         0,         0,         0,         0,    734.69,    939.35,   4892.99
   23,    1,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
   23,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   23,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   23,    4,      0.29,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.29
   23,    5,      0.41,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.41
   23,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   23,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   23,    8,      1.42,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.42
   23,    9,      3.41,         0,         0,      2.43,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      5.85
   23,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   23,   11,      6.40,         0,         0,     11.29,      0.08,         0,         0,         0,         0,         0,         0,         0,         0,     17.77
   23,   12,     22.79,         0,      0.19,    104.27,      1.79,         0,         0,         0,         0,      0.06,         0,         0,         0,    129.10
   23,   13,      7.00,      3.00,         0,     21.75,      0.21,         0,         0,         0,         0,         0,         0,         0,         0,     31.96
   23,   14,     24.82,         0,      0.07,    130.65,      1.80,         0,         0,         0,         0,      0.05,         0,         0,         0,    157.39
   23,   15,      2.90,         0,      1.12,     16.76,      1.62,         0,         0,         0,      0.07,      0.40,         0,         0,         0,     22.87
   23,   16,     23.88,         0,      2.74,    147.29,     11.24,         0,         0,         0,      0.29,      1.84,      0.04,         0,         0,    187.32
   23,   17,     16.48,         0,      0.68,    130.25,      6.45,         0,         0,         0,      0.09,      0.87,         0,         0,         0,    154.82
   23,   18,      0.20,         0,         0,      0.71,      0.03,         0,         0,         0,         0,         0,         0,         0,         0,      0.94
   23,   19,      3.54,         0,      2.91,      5.46,      1.39,         0,         0,         0,      0.83,      1.27,      0.47,         0,         0,     15.87
   23,   20,     77.47,         0,     20.84,    194.70,     30.60,         0,         0,         0,     12.32,     18.49,      7.08,         0,         0,    361.50
   23,   21,    197.99,     11.00,     21.19,    510.55,     58.51,         0,         0,         0,     21.27,     17.82,     13.39,         0,         0,    851.72
   23,   22,    425.62,         0,    317.62,   1030.40,    156.24,         0,         0,         0,     44.63,    136.65,     61.02,         0,         0,   2172.18
   23,   23,    217.59,         0,    284.51,   1821.64,    244.56,         0,         0,         0,    106.83,    161.47,     43.18,         0,         0,   2879.78
   23,   24,         0,         0,         0,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
   23,   25,      0.52,         0,         0,     37.91,      3.13,         0,         0,         0,      1.93,      5.00,      1.33,         0,         0,     49.82
   23,   26,         0,         0,         0,      2.07,      0.08,         0,         0,         0,      0.06,      0.09,         0,         0,         0,      2.30
   23,   27,         0,         0,         0,         0,         0,     32.11,         0,         0,         0,         0,         0,      4.15,      6.36,     42.62
   24,    1,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,    4,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   24,    5,      0.02,         0,         0,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.08
   24,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,    8,      0.12,         0,         0,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.29
   24,    9,      0.53,         0,         0,      0.48,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.01
   24,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,   11,      1.05,         0,         0,      0.87,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,      1.94
   24,   12,      5.27,         0,      0.06,      6.34,      0.28,         0,         0,         0,      0.02,      0.08,      0.01,         0,         0,     12.06
   24,   13,      1.52,         0,         0,      2.49,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,      4.06
   24,   14,      6.14,         0,      0.13,      9.62,      0.37,         0,         0,         0,      0.03,      0.13,      0.02,         0,         0,     16.44
   24,   15,      0.67,         0,      0.17,      1.36,      0.11,         0,         0,         0,      0.01,      0.29,      0.01,         0,         0,      2.62
   24,   16,      9.55,         0,      1.23,     16.71,      1.67,         0,         0,         0,      0.31,      1.95,      0.31,         0,         0,     31.73
   24,   17,      7.68,         0,      0.91,     21.53,      1.66,         0,         0,         0,      0.28,      1.70,      0.17,         0,         0,     33.93
   24,   18,      0.05,         0,         0,      0.10,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,      0.17
   24,   19,      0.21,         0,      0.08,      0.30,      0.01,         0,         0,         0,      0.03,      0.17,         0,         0,         0,      0.80
   24,   20,     18.16,         0,     17.86,    110.01,     10.00,         0,         0,         0,      4.35,      6.35,      1.40,         0,         0,    168.13
   24,   21,      3.91,      1.00,      0.17,      8.24,      0.93,         0,         0,         0,      0.44,      0.98,      0.33,         0,         0,     16.00
   24,   22,      0.48,         0,      0.04,      0.44,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,      1.01
   24,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,   24,         0,         0,         0,      1.59,      0.07,         0,         0,         0,      0.10,      0.07,      0.01,         0,         0,      1.84
   24,   25,      0.01,         0,         0,      0.07,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.09
   24,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   24,   27,         0,         0,         0,         0,         0,      0.97,         0,         0,         0,         0,         0,      0.18,      0.10,      1.25
   25,    1,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
   25,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   25,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   25,    4,      0.46,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.46
   25,    5,      0.72,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.72
   25,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   25,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   25,    8,      2.15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.15
   25,    9,      5.26,         0,      0.01,      2.88,      3.82,         0,         0,         0,         0,         0,         0,         0,         0,     11.97
   25,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   25,   11,      9.42,         0,         0,      6.75,      3.04,         0,         0,         0,         0,         0,         0,         0,         0,     19.21
   25,   12,     35.13,         0,      0.25,     81.52,     21.36,         0,         0,         0,         0,      0.17,         0,         0,         0,    138.43
   25,   13,     11.13,         0,         0,     19.64,      6.27,         0,         0,         0,         0,         0,         0,         0,         0,     37.04
   25,   14,     39.66,         0,      0.21,    127.04,     29.07,         0,         0,         0,         0,      0.27,         0,         0,         0,    196.25
   25,   15,      2.88,         0,      1.31,     15.36,      6.18,         0,         0,         0,         0,      0.24,         0,         0,         0,     25.97
   25,   16,     34.72,         0,      4.66,    168.49,     43.02,         0,         0,         0,      0.54,      1.55,      0.08,         0,         0,    253.06
   25,   17,     27.74,         0,      2.20,    160.93,     34.52,         0,         0,         0,      0.44,      1.43,      0.07,         0,         0,    227.33
   25,   18,      0.30,         0,         0,      1.18,      0.70,         0,         0,         0,         0,         0,         0,         0,         0,      2.18
   25,   19,      1.65,         0,      1.65,      4.15,      3.67,         0,         0,         0,      0.16,      0.22,         0,         0,         0,     11.50
   25,   20,    143.78,         0,     64.23,    290.01,    193.83,         0,         0,         0,     20.85,     36.41,     15.54,         0,         0,    764.65
   25,   21,    449.12,      4.00,    102.24,   1253.72,    475.07,         0,         0,         0,     71.05,    128.10,     56.34,         0,         0,   2539.64
   25,   22,    541.32,         0,    530.76,   1424.31,    254.60,         0,         0,         0,     72.95,    172.85,     59.48,         0,         0,   3056.27
   25,   23,      8.12,         0,      2.89,     10.50,      2.41,         0,         0,         0,      1.35,      4.09,      1.26,         0,         0,     30.62
   25,   24,         0,         0,         0,      0.04,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
   25,   25,     39.73,         0,         0,   1522.26,    883.92,         0,         0,         0,     56.78,     62.86,     11.49,         0,         0,   2577.04
   25,   26,         0,         0,         0,      0.08,      0.01,         0,         0,         0,      0.01,      0.01,         0,         0,         0,      0.11
   25,   27,         0,         0,         0,         0,         0,     35.59,         0,         0,         0,         0,         0,     10.79,      6.87,     53.25
   26,    1,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    4,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    5,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    8,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,    9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,   11,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   26,   12,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.15
   26,   13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,   14,      0.03,         0,         0,      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.27
   26,   15,         0,         0,         0,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
   26,   16,         0,         0,      0.04,      0.79,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.83
   26,   17,         0,         0,         0,      0.65,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.65
   26,   18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,   19,      0.01,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.03
   26,   20,      0.05,         0,      0.26,      0.75,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.06
   26,   21,      0.39,         0,      0.04,      2.67,      0.03,         0,         0,         0,         0,      0.01,         0,         0,         0,      3.14
   26,   22,      0.81,         0,      1.44,      2.73,      0.03,         0,         0,         0,         0,      0.11,      0.01,         0,         0,      5.13
   26,   23,      0.20,         0,      0.28,      1.29,      0.06,         0,         0,         0,      0.03,      0.08,         0,         0,         0,      1.94
   26,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   26,   25,         0,         0,         0,      0.19,      0.01,         0,         0,         0,      0.01,      0.01,         0,         0,         0,      0.22
   26,   26,         0,         0,         0,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
   26,   27,         0,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,      0.05
   27,    1,   4681.32,         0,         0,         0,         0,         0,   9765.48,         0,         0,         0,         0,   1267.45,    920.25,  16633.53
   27,    2,    176.68,         0,         0,         0,         0,         0,    362.57,         0,         0,         0,         0,    104.36,     71.56,    715.07
   27,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   27,    4,   2148.36,         0,         0,         0,         0,         0,   4791.93,         0,         0,         0,         0,   1222.39,   1657.82,   9818.13
   27,    5,   2575.09,         0,         0,         0,         0,         0,   5772.90,         0,         0,         0,         0,   1120.42,   1553.95,  11020.66
   27,    6,      2.40,         0,         0,         0,         0,         0,      5.63,         0,         0,         0,         0,      2.12,      0.74,     10.83
   27,    7,      0.03,         0,         0,         0,         0,         0,      0.07,         0,         0,         0,         0,         0,         0,      0.10
   27,    8,   3509.14,         0,         0,         0,         0,         0,   7340.28,         0,         0,         0,         0,    785.86,   1138.52,  12771.36
