TAZID,AREATYPE,CO_TAZID,CO_FIPS,SUBAREAID,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,TOTTRK_P,TOTTRK_A,TOTTRKIX_P,TOTTRKIX_A,TOTTRKXI_P,TOTTRKXI_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,IX_MD_P,IX_MD_A,IX_HV_P,IX_HV_A,XI_MD_P,XI_MD_A,XI_HV_P,XI_HV_A
65,4,30065,3,1,3382.1,2501.4,2641.9,1666.5,122.0,188.2,604.1,613.7,17.4,0.0,0.0,33.0,381.8,32.2,259.1,180.6,1420.6,1092.8,99.3,0.0,101.3,0.0,92.2,85.3,284.5,275.6,0.0,0.0,3.0,0.0,122.0,0.0,0.0,188.2,364.0,382.6,189.6,183.3,50.5,47.9,9.2,0.0,8.2,0.0,0.0,20.1,0.0,12.9
66,3,30066,3,1,1840.5,1990.7,1404.8,1416.8,54.2,174.8,370.3,377.6,11.3,0.0,0.0,21.6,166.1,72.2,112.5,261.4,577.4,614.8,29.9,0.0,30.6,0.0,126.4,117.1,360.9,351.3,1.0,0.0,0.0,0.0,54.2,0.0,0.0,174.8,218.7,231.5,117.7,114.0,33.9,32.1,5.9,0.0,5.4,0.0,0.0,12.9,0.0,8.7
67,4,30067,3,1,2155.7,2009.7,1704.8,1434.0,68.5,176.7,371.3,376.7,11.3,0.0,0.0,22.4,201.4,37.4,135.2,362.0,786.7,600.7,64.1,0.0,65.5,0.0,97.4,90.3,354.6,343.5,0.0,0.0,0.0,0.0,68.5,0.0,0.0,176.7,219.1,230.5,118.1,114.1,34.1,32.1,5.9,0.0,5.4,0.0,0.0,13.1,0.0,9.3
68,3,30068,3,1,2152.1,1365.3,1692.8,875.5,83.1,95.5,367.3,374.2,10.0,0.0,0.0,20.1,242.9,43.2,168.4,0.0,984.0,706.4,81.9,0.0,83.6,0.0,40.0,37.1,91.0,88.8,0.0,0.0,1.0,0.0,83.1,0.0,0.0,95.5,222.0,234.3,115.0,111.2,30.3,28.7,5.4,0.0,4.6,0.0,0.0,12.4,0.0,7.7
69,3,30069,3,1,380.7,285.7,289.0,184.2,15.8,21.9,73.7,74.5,2.3,0.0,0.0,5.0,42.6,5.5,28.9,0.0,168.0,158.9,13.9,0.0,14.3,0.0,6.1,5.8,14.2,14.0,1.0,0.0,0.0,0.0,15.8,0.0,0.0,21.9,44.1,46.3,23.4,22.5,6.1,5.7,1.3,0.0,1.0,0.0,0.0,3.1,0.0,1.9
70,2,30070,3,1,1031.8,797.7,763.5,503.5,40.7,55.3,221.6,226.3,6.0,0.0,0.0,12.6,123.3,14.9,85.2,0.0,437.1,420.1,23.2,0.0,23.8,0.0,20.1,18.8,50.7,49.7,0.0,0.0,0.0,0.0,40.7,0.0,0.0,55.3,134.1,141.9,69.4,67.2,18.2,17.2,3.2,0.0,2.8,0.0,0.0,7.7,0.0,5.0
71,2,30071,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2,30072,3,1,1222.4,983.2,917.3,634.0,50.6,79.2,247.5,251.6,8.0,0.0,0.0,18.4,129.2,26.4,91.3,8.6,530.9,526.3,44.0,0.0,45.0,0.0,23.4,21.8,52.5,51.0,0.0,0.0,1.0,0.0,50.6,0.0,0.0,79.2,146.2,154.4,78.7,76.0,22.6,21.2,4.0,0.0,4.0,0.0,0.0,11.1,0.0,7.3
73,2,30073,3,1,40.6,19.7,33.5,12.9,1.9,1.7,5.2,5.1,0.0,0.0,0.0,0.0,5.2,0.1,3.4,0.0,19.3,11.1,2.0,0.0,2.1,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.7,3.5,3.4,1.5,1.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2,30074,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,3,30075,3,1,2173.2,1948.4,1702.4,1365.0,73.1,160.8,392.6,398.9,12.4,0.0,0.0,24.0,228.0,242.3,140.6,44.5,836.5,717.6,77.2,0.0,78.8,53.5,113.9,105.8,205.5,201.2,15.0,0.0,7.0,0.0,73.1,0.0,0.0,160.8,229.9,241.2,125.5,121.7,37.2,36.0,6.3,0.0,6.1,0.0,0.0,14.2,0.0,9.8
76,3,30076,3,1,1188.8,643.5,961.6,412.7,43.3,40.8,179.3,182.3,4.6,0.0,0.0,7.7,150.9,12.6,92.7,0.0,551.1,339.2,51.3,0.0,52.3,0.0,18.5,17.1,44.8,43.8,0.0,0.0,0.0,0.0,43.3,0.0,0.0,40.8,109.1,114.5,55.9,54.0,14.3,13.7,2.6,0.0,2.0,0.0,0.0,4.7,0.0,3.0
77,3,30077,3,1,2103.6,5145.1,1355.8,4067.9,40.1,337.7,687.1,697.7,23.9,0.0,0.0,42.2,132.5,1171.7,82.2,0.0,486.2,1251.8,44.8,0.0,45.7,1109.6,272.5,252.2,288.9,282.6,0.0,0.0,3.0,0.0,40.1,0.0,0.0,337.7,379.4,401.3,227.3,220.4,80.4,76.1,11.2,0.0,12.7,0.0,0.0,22.9,0.0,19.3
78,3,30078,3,1,5358.1,4240.3,4174.1,2865.0,185.1,327.5,974.9,993.8,28.6,0.0,0.0,54.2,575.3,93.9,391.5,315.2,2161.5,1756.6,146.9,0.0,149.8,0.0,189.1,175.2,536.9,524.1,19.0,0.0,4.0,0.0,185.1,0.0,0.0,327.5,584.4,617.0,307.0,297.5,83.6,79.3,15.2,0.0,13.3,0.0,0.0,32.9,0.0,21.3
79,3,30079,3,1,1864.4,4071.2,1473.2,3380.5,17.7,299.3,362.2,367.9,12.4,0.0,0.0,23.5,54.2,414.0,37.2,432.0,204.0,416.6,13.4,1015.7,13.8,0.0,354.9,328.2,794.6,774.0,0.0,0.0,1.0,0.0,17.7,0.0,0.0,299.3,200.3,212.2,119.7,115.9,42.2,39.8,5.8,0.0,6.5,0.0,0.0,12.7,0.0,10.8
80,3,30080,3,1,2883.2,3077.1,2267.8,2228.7,72.8,279.6,527.0,535.5,16.8,0.0,0.0,33.3,216.6,295.4,147.5,234.0,815.1,772.4,55.4,0.0,56.5,0.0,311.1,288.0,655.5,638.8,9.0,0.0,1.0,0.0,72.8,0.0,0.0,279.6,306.1,322.9,169.2,163.6,51.7,49.0,8.5,0.0,8.3,0.0,0.0,19.2,0.0,14.1
81,2,30081,3,1,418.8,828.5,232.1,571.8,9.8,69.9,172.0,173.1,6.0,0.0,0.0,13.6,26.9,93.1,19.0,0.0,96.2,403.0,4.7,0.0,4.9,0.0,36.2,33.6,43.3,42.2,0.0,0.0,1.0,0.0,9.8,0.0,0.0,69.9,95.9,99.7,56.6,54.5,19.6,18.9,2.7,0.0,3.2,0.0,0.0,7.6,0.0,6.0
82,3,30082,3,1,4442.2,4813.1,3305.2,3369.9,127.6,389.3,982.6,998.9,29.5,0.0,0.0,55.0,406.9,353.0,277.8,340.8,1430.4,1680.0,74.3,0.0,75.9,0.0,310.3,287.2,727.7,709.0,0.0,0.0,2.0,0.0,127.6,0.0,0.0,389.3,576.2,607.5,313.6,303.6,92.8,87.9,15.0,0.0,14.5,0.0,0.0,32.2,0.0,22.8
83,3,30083,3,1,1364.6,2327.8,1191.2,1870.3,0.0,267.9,174.1,176.5,6.5,0.0,0.0,13.3,0.0,186.1,0.0,523.2,7.0,24.9,0.0,0.0,0.0,0.0,336.1,311.7,841.0,824.3,0.0,0.0,7.0,0.0,0.0,0.0,0.0,267.9,93.3,98.6,58.5,56.6,22.2,21.3,2.9,0.0,3.6,0.0,0.0,7.0,0.0,6.3
84,3,30084,3,1,765.0,1624.3,597.9,1273.4,0.0,174.5,161.7,164.1,6.5,0.0,0.0,12.3,0.0,155.6,0.0,397.5,1.0,144.6,0.0,0.0,0.0,0.0,157.1,146.0,438.7,429.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,174.5,86.6,91.8,54.5,52.7,20.5,19.5,2.9,0.0,3.6,0.0,0.0,6.4,0.0,5.8
85,3,30085,3,1,639.0,635.9,464.6,427.1,23.9,50.5,146.6,148.9,4.9,0.0,0.0,9.5,71.2,63.4,43.7,12.7,250.5,299.3,22.1,0.0,22.6,0.0,19.4,18.1,34.1,33.5,0.0,0.0,1.0,0.0,23.9,0.0,0.0,50.5,84.7,89.5,47.3,45.6,14.6,13.8,2.3,0.0,2.6,0.0,0.0,5.4,0.0,4.1
86,2,30086,3,1,153.5,283.1,138.8,227.6,0.6,33.0,20.6,20.7,0.6,0.0,0.0,1.8,1.3,9.1,1.0,101.5,11.5,3.5,0.4,0.0,0.4,0.0,25.6,24.0,91.7,89.5,0.0,0.0,7.0,0.0,0.6,0.0,0.0,33.0,11.4,11.8,7.1,6.9,2.0,2.0,0.3,0.0,0.3,0.0,0.0,0.9,0.0,0.9
87,2,30087,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2,30088,3,1,36.9,19.0,30.4,12.8,1.5,1.3,4.9,4.9,0.0,0.0,0.0,0.0,4.7,0.2,3.2,0.0,17.6,11.0,1.7,0.0,1.7,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.3,3.4,3.4,1.4,1.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2,30089,3,1,3349.5,4242.9,2874.4,3393.5,32.2,389.3,439.1,437.8,13.5,0.0,0.0,22.7,115.5,440.5,71.6,504.3,409.7,350.1,34.2,0.0,34.9,0.0,701.8,652.2,1497.6,1446.5,0.0,0.0,9.0,0.0,32.2,0.0,0.0,389.3,245.5,251.9,144.2,138.0,49.4,47.8,6.4,0.0,7.1,0.0,0.0,12.4,0.0,10.3
90,3,30090,3,1,4145.2,7373.0,3319.7,5808.5,28.1,731.4,774.9,783.2,27.3,0.0,0.0,50.1,92.5,491.1,56.6,2324.2,327.2,296.8,27.6,0.0,28.3,0.0,628.6,583.4,2155.0,2113.2,0.0,0.0,4.0,0.0,28.1,0.0,0.0,731.4,423.1,444.1,258.0,249.4,93.8,89.8,12.7,0.0,14.6,0.0,0.0,26.9,0.0,23.2
91,3,30091,3,1,2812.0,1767.0,2176.3,1107.0,97.4,109.3,526.5,526.9,14.2,0.0,0.0,24.1,352.3,148.8,214.2,0.0,1225.0,818.9,107.0,0.0,109.2,0.0,42.3,39.4,103.2,99.9,21.0,0.0,2.0,0.0,97.4,0.0,0.0,109.3,312.2,321.3,166.9,159.8,47.4,45.8,7.3,0.0,6.8,0.0,0.0,14.1,0.0,10.0
92,3,30092,3,1,2883.0,1760.7,2281.0,1129.0,113.5,121.9,478.2,484.3,13.5,0.0,0.0,25.5,368.4,78.2,224.0,0.0,1290.0,892.3,113.6,0.0,116.0,0.0,52.2,48.5,112.7,109.9,1.0,0.0,3.0,0.0,113.5,0.0,0.0,121.9,287.5,300.6,150.4,145.2,40.4,38.6,7.3,0.0,6.2,0.0,0.0,15.6,0.0,9.9
93,2,30093,3,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2,30094,3,1,284.2,142.4,232.4,91.6,10.1,8.7,40.6,40.6,1.2,0.0,0.0,1.5,36.4,0.5,21.9,0.0,134.5,78.0,12.9,0.0,13.2,0.0,3.4,3.3,9.9,9.7,0.0,0.0,0.0,0.0,10.1,0.0,0.0,8.7,25.1,25.7,12.8,12.3,2.6,2.6,0.6,0.0,0.5,0.0,0.0,0.9,0.0,0.6
95,2,30095,3,1,3915.0,3222.8,3196.1,2441.9,123.2,175.0,586.2,581.8,15.0,0.0,0.0,24.3,448.9,125.3,260.5,77.4,1631.5,1025.9,156.4,709.9,159.7,0.0,165.4,154.1,362.7,349.3,6.0,0.0,5.0,0.0,123.2,0.0,0.0,175.0,351.0,356.9,184.7,175.9,50.5,49.0,7.9,0.0,7.1,0.0,0.0,14.4,0.0,9.9
96,2,30096,3,1,3269.0,1776.1,2642.2,1141.0,117.9,110.2,505.0,504.0,12.4,0.0,0.0,21.1,429.5,28.6,259.9,0.0,1500.2,940.9,131.2,0.0,133.9,0.0,51.9,48.3,127.6,123.2,0.0,0.0,8.0,0.0,117.9,0.0,0.0,110.2,307.0,314.5,157.6,150.5,40.4,39.0,6.8,0.0,5.6,0.0,0.0,13.0,0.0,8.1
97,1,30097,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1,30098,3,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2,30099,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2,30100,3,1,240.4,143.7,190.7,93.9,8.6,9.0,40.1,39.5,1.1,0.0,0.0,1.4,32.9,3.6,19.2,0.0,108.2,76.7,8.2,0.0,8.2,0.0,3.9,3.8,10.1,9.8,0.0,0.0,0.0,0.0,8.6,0.0,0.0,9.0,24.7,24.8,12.7,12.2,2.6,2.5,0.6,0.0,0.5,0.0,0.0,0.9,0.0,0.6
101,2,30101,3,1,5767.8,3694.0,4566.8,2433.2,197.1,233.1,997.4,989.4,23.8,0.0,0.0,38.6,760.8,127.5,429.9,23.5,2495.1,1844.7,190.1,0.0,194.1,0.0,142.8,133.2,317.1,304.2,21.0,0.0,16.0,0.0,197.1,0.0,0.0,233.1,601.0,609.7,313.1,298.5,83.3,81.1,12.8,0.0,11.1,0.0,0.0,23.1,0.0,15.5
102,1,30102,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2,30103,3,1,2745.5,1556.9,2188.4,1005.4,92.9,89.8,456.8,447.2,9.3,0.0,0.0,14.7,380.6,16.7,216.9,0.0,1239.4,836.3,94.4,0.0,96.6,0.0,45.4,42.9,114.1,109.4,0.0,0.0,1.0,0.0,92.9,0.0,0.0,89.8,277.8,274.9,142.5,136.5,36.4,35.8,5.1,0.0,4.2,0.0,0.0,8.9,0.0,5.8
104,2,30104,3,1,1038.1,1590.1,773.3,1282.9,29.3,71.5,229.5,226.3,6.0,0.0,0.0,9.5,112.9,139.7,65.1,0.0,368.4,416.7,27.7,476.4,28.4,87.7,70.1,65.7,100.7,96.8,0.0,0.0,0.0,0.0,29.3,0.0,0.0,71.5,133.2,134.1,73.7,70.3,22.6,21.9,2.9,0.0,3.1,0.0,0.0,5.4,0.0,4.1
105,2,30105,3,1,353.6,235.2,284.5,160.9,11.1,15.9,56.8,56.3,1.3,0.0,0.0,1.9,42.2,6.8,25.3,7.4,140.2,99.9,9.8,0.0,10.0,0.0,14.7,13.9,34.2,33.1,8.0,0.0,0.0,0.0,11.1,0.0,0.0,15.9,34.6,35.0,18.0,17.3,4.1,4.0,0.8,0.0,0.5,0.0,0.0,1.1,0.0,0.8
106,2,30106,3,1,132.2,155.8,109.9,122.4,3.0,13.1,19.8,19.4,0.5,0.0,0.0,0.8,11.2,10.4,6.7,43.6,39.5,25.4,3.2,0.0,3.3,0.0,8.7,8.1,36.3,34.9,0.0,0.0,1.0,0.0,3.0,0.0,0.0,13.1,12.1,12.0,6.4,6.1,1.3,1.2,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.3
107,1,30107,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1,30108,3,1,108.1,64.7,85.7,42.2,3.9,4.1,18.0,17.6,0.4,0.0,0.0,0.8,14.9,0.1,8.9,0.0,49.3,36.2,3.4,0.0,3.3,0.0,1.4,1.4,4.5,4.4,0.0,0.0,0.0,0.0,3.9,0.0,0.0,4.1,11.6,11.5,5.6,5.4,0.8,0.8,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.3
109,1,30109,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1,30110,3,1,18.4,11.3,14.8,7.9,0.8,0.8,2.8,2.6,0.0,0.0,0.0,0.0,2.6,0.0,1.7,0.0,8.6,7.0,0.6,0.0,0.6,0.0,0.1,0.2,0.7,0.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,2.1,1.9,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,30111,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1,30112,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1,30113,3,1,288.9,167.5,228.9,107.2,10.0,9.9,48.9,48.6,1.1,0.0,0.0,1.8,39.0,0.5,23.3,0.0,131.8,91.4,9.3,0.0,9.6,0.0,4.1,3.9,11.8,11.3,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.9,30.3,30.3,15.3,15.0,3.3,3.3,0.6,0.0,0.5,0.0,0.0,1.1,0.0,0.8
114,1,30114,3,1,392.3,229.6,309.9,147.6,13.7,13.8,67.1,66.0,1.5,0.0,0.0,2.1,54.3,3.0,30.7,0.0,176.8,123.7,13.0,0.0,13.3,0.0,6.0,5.8,15.9,15.1,0.0,0.0,0.0,0.0,13.7,0.0,0.0,13.8,41.2,40.7,20.9,20.3,5.0,4.9,0.8,0.0,0.7,0.0,0.0,1.4,0.0,0.8
115,1,30115,3,1,298.7,618.9,255.5,515.6,0.0,56.2,45.8,44.9,1.4,0.0,0.0,2.2,0.0,12.1,0.0,271.2,4.0,0.0,0.0,0.0,0.0,0.0,47.1,45.3,200.3,187.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,56.2,24.8,24.5,15.3,14.9,5.7,5.6,0.6,0.0,0.8,0.0,0.0,1.1,0.0,1.1
116,1,30116,3,1,19.0,63.2,5.1,44.7,0.0,5.0,13.4,13.0,0.5,0.0,0.0,0.5,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.7,7.4,4.7,4.5,1.1,1.1,0.2,0.0,0.2,0.0,0.0,0.3,0.0,0.3
117,1,30117,3,1,341.5,362.4,276.4,275.9,8.1,29.0,56.4,55.6,1.5,0.0,0.0,1.9,31.2,4.7,18.5,99.8,105.6,72.6,7.5,0.0,7.7,0.0,21.1,20.1,83.8,78.8,0.0,0.0,1.0,0.0,8.1,0.0,0.0,29.0,33.5,33.3,18.0,17.5,4.8,4.9,0.8,0.0,0.7,0.0,0.0,1.1,0.0,0.8
118,1,30118,3,1,45.0,23.8,37.0,16.0,1.8,1.6,6.3,5.9,0.0,0.0,0.0,0.3,5.9,0.0,3.8,0.0,21.6,14.0,1.8,0.0,1.9,0.0,0.4,0.4,1.7,1.6,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.6,4.4,4.1,1.8,1.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
119,2,30119,3,1,63.3,165.2,35.7,124.5,0.0,13.0,26.7,26.6,0.9,0.0,0.0,1.1,0.0,40.8,0.0,0.0,0.0,49.5,0.0,0.0,0.0,0.0,16.5,15.8,19.2,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.7,14.6,9.1,9.1,2.9,2.9,0.4,0.0,0.5,0.0,0.0,0.6,0.0,0.5
120,2,30120,3,1,273.8,173.2,216.8,114.5,9.2,11.2,46.7,45.8,1.1,0.0,0.0,1.6,35.9,0.8,21.3,9.0,120.1,83.2,8.2,0.0,8.5,0.0,5.3,5.1,17.5,16.5,0.0,0.0,0.0,0.0,9.2,0.0,0.0,11.2,28.9,28.5,14.5,14.2,3.2,3.2,0.6,0.0,0.5,0.0,0.0,1.1,0.0,0.5
121,2,30121,3,1,557.6,337.9,438.0,216.9,19.0,20.6,99.5,97.1,2.1,0.0,0.0,3.4,75.6,5.0,44.4,0.0,249.7,180.8,17.2,0.0,17.6,0.0,9.1,8.8,23.4,22.2,0.0,0.0,1.0,0.0,19.0,0.0,0.0,20.6,60.7,59.1,31.0,30.1,7.9,7.8,1.2,0.0,0.9,0.0,0.0,2.1,0.0,1.3
122,2,30122,3,1,173.0,97.5,138.0,62.9,6.2,6.1,28.2,27.5,0.6,0.0,0.0,1.0,24.1,0.3,13.9,0.0,79.1,53.9,5.9,0.0,6.0,0.0,2.2,2.2,6.8,6.5,0.0,0.0,0.0,0.0,6.2,0.0,0.0,6.1,17.6,17.2,9.1,8.8,1.5,1.5,0.4,0.0,0.2,0.0,0.0,0.5,0.0,0.5
123,2,30123,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2,30124,3,1,845.7,489.3,668.4,313.6,27.6,28.4,146.8,143.0,3.0,0.0,0.0,4.2,115.4,2.5,67.4,0.0,380.0,264.3,26.7,0.0,27.4,0.0,13.6,13.1,35.9,33.7,2.0,0.0,0.0,0.0,27.6,0.0,0.0,28.4,89.7,87.3,45.5,44.3,11.6,11.4,1.7,0.0,1.4,0.0,0.0,2.6,0.0,1.6
125,2,30125,3,1,856.6,1005.6,648.4,775.6,24.8,46.3,182.4,177.6,4.2,0.0,0.0,6.1,100.3,81.1,58.9,0.0,335.0,304.2,23.5,294.1,24.2,0.0,38.6,37.1,63.0,59.2,2.0,0.0,3.0,0.0,24.8,0.0,0.0,46.3,107.5,104.5,58.1,56.4,16.9,16.8,2.1,0.0,2.1,0.0,0.0,3.5,0.0,2.6
126,2,30126,3,1,2242.4,1277.6,1779.0,819.1,74.2,74.8,382.2,372.2,7.7,0.0,0.0,11.5,311.4,22.8,176.4,0.0,1003.2,671.3,74.2,0.0,75.9,0.0,38.7,37.1,94.1,87.9,5.0,0.0,0.0,0.0,74.2,0.0,0.0,74.8,232.7,226.1,119.0,115.7,30.6,30.5,4.3,0.0,3.4,0.0,0.0,7.1,0.0,4.4
127,2,30127,3,1,240.8,140.0,191.3,90.8,7.9,8.3,40.6,39.8,1.0,0.0,0.0,1.1,32.8,3.0,19.2,0.0,109.7,75.4,7.6,0.0,7.9,0.0,3.2,3.1,9.8,9.2,1.0,0.0,0.0,0.0,7.9,0.0,0.0,8.3,25.3,24.8,12.8,12.5,2.5,2.5,0.6,0.0,0.4,0.0,0.0,0.7,0.0,0.4
128,2,30128,3,1,1000.6,600.3,787.4,387.1,32.3,35.2,177.6,173.0,3.5,0.0,0.0,5.1,135.2,14.4,79.0,0.0,446.7,315.9,31.8,0.0,32.7,0.0,17.9,17.2,42.1,39.6,2.0,0.0,0.0,0.0,32.3,0.0,0.0,35.2,107.9,105.0,55.4,53.8,14.3,14.2,2.0,0.0,1.5,0.0,0.0,3.0,0.0,2.0
129,2,30129,3,1,813.6,466.3,644.3,298.5,25.5,26.2,141.1,137.8,2.8,0.0,0.0,3.8,112.1,0.1,65.1,0.0,366.4,252.9,25.0,0.0,25.7,0.0,13.1,12.7,34.8,32.9,2.0,0.0,0.0,0.0,25.5,0.0,0.0,26.2,86.4,84.1,43.8,42.8,10.9,10.8,1.6,0.0,1.3,0.0,0.0,2.4,0.0,1.5
130,2,30130,3,1,567.0,323.6,449.7,207.5,18.4,18.6,97.1,94.7,2.0,0.0,0.0,2.7,79.0,3.7,44.6,0.0,255.4,173.1,18.6,0.0,19.0,0.0,8.9,8.6,23.3,22.1,1.0,0.0,0.0,0.0,18.4,0.0,0.0,18.6,59.3,57.7,30.3,29.5,7.5,7.5,1.1,0.0,0.9,0.0,0.0,1.6,0.0,1.1
