;INDEX,CO_FIPS_split,YEAR,TOTPOP,GQPOP,HHPOP,HH,HHSIZE,POP0017,POP1864,POP65P,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,Job_HH,WrkPop_Job,CO_NAME,Urban_Rural,Subarea
172054,17,2054,5507,208,5299,2284,2.32,976,2838,1693,4324,381,1090,73,129,158,733,354,634,257,10,262,243,1.89,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172055,17,2055,5520,209,5311,2296,2.31,967,2846,1707,4341,386,1086,74,128,157,736,355,637,255,10,271,246,1.89,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172056,17,2056,5532,209,5323,2308,2.31,958,2863,1711,4361,388,1081,75,129,158,741,357,640,254,10,277,251,1.89,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172057,17,2057,5544,210,5334,2320,2.3,948,2870,1726,4375,391,1075,74,128,159,744,359,644,254,10,283,254,1.89,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172058,17,2058,5556,211,5345,2333,2.29,938,2879,1739,4383,391,1070,75,127,159,750,359,647,253,10,286,256,1.88,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172059,17,2059,5567,210,5357,2345,2.28,928,2898,1741,4394,393,1065,75,128,159,753,360,651,252,10,288,260,1.87,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172060,17,2060,5579,211,5368,2358,2.28,919,2915,1745,4402,393,1059,75,127,160,758,362,655,250,10,290,263,1.87,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172061,17,2061,5590,211,5379,2371,2.27,909,2926,1755,4411,394,1053,76,127,162,760,364,658,250,10,293,264,1.86,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172062,17,2062,5601,211,5390,2384,2.26,900,2941,1760,4423,396,1049,77,126,162,763,365,662,249,10,296,268,1.86,0.66,GARFIELD,Rural,0 - UDOT (Rural)
172063,17,2063,5612,211,5401,2397,2.25,891,2952,1769,4432,398,1044,77,126,162,766,367,666,248,10,298,270,1.85,0.67,GARFIELD,Rural,0 - UDOT (Rural)
172064,17,2064,5622,211,5411,2409,2.25,883,2960,1779,4450,401,1040,78,126,163,772,369,670,248,10,301,272,1.85,0.67,GARFIELD,Rural,0 - UDOT (Rural)
172065,17,2065,5633,211,5422,2422,2.24,876,2972,1785,4463,403,1036,79,126,164,776,371,673,247,10,302,276,1.84,0.67,GARFIELD,Rural,0 - UDOT (Rural)
192023,19,2023,9842,156,9686,4170,2.32,1940,5748,2154,9476,973,2466,157,375,525,1253,610,2062,100,117,449,389,2.27,0.61,GRAND,Rural,0 - UDOT (Rural)
192024,19,2024,9898,156,9742,4231,2.3,1924,5738,2236,9506,964,2421,157,376,529,1312,633,2024,100,119,487,384,2.25,0.6,GRAND,Rural,0 - UDOT (Rural)
192025,19,2025,9903,156,9747,4272,2.28,1936,5671,2296,9635,962,2424,159,381,536,1332,651,2059,99,117,502,413,2.26,0.59,GRAND,Rural,0 - UDOT (Rural)
192026,19,2026,9904,156,9748,4312,2.26,1885,5657,2362,9702,953,2441,161,384,534,1332,660,2092,99,121,508,417,2.25,0.58,GRAND,Rural,0 - UDOT (Rural)
192027,19,2027,9911,156,9755,4353,2.24,1834,5645,2432,9764,950,2444,162,387,532,1329,665,2141,98,123,511,422,2.24,0.58,GRAND,Rural,0 - UDOT (Rural)
192028,19,2028,9930,156,9774,4396,2.22,1790,5649,2491,9821,944,2444,163,387,534,1322,666,2205,98,117,513,428,2.23,0.58,GRAND,Rural,0 - UDOT (Rural)
192029,19,2029,9966,156,9810,4442,2.21,1757,5677,2532,9861,941,2430,164,388,538,1316,668,2258,97,110,517,434,2.22,0.58,GRAND,Rural,0 - UDOT (Rural)
192030,19,2030,10020,156,9864,4491,2.2,1740,5731,2549,9901,944,2409,167,386,543,1315,674,2300,97,107,519,440,2.2,0.58,GRAND,Rural,0 - UDOT (Rural)
192031,19,2031,10093,156,9937,4542,2.19,1727,5805,2561,9910,949,2377,170,385,547,1304,678,2333,96,108,517,446,2.18,0.59,GRAND,Rural,0 - UDOT (Rural)
192032,19,2032,10182,156,10026,4596,2.18,1713,5902,2567,9933,954,2351,172,385,551,1298,683,2363,95,113,517,451,2.16,0.59,GRAND,Rural,0 - UDOT (Rural)
192033,19,2033,10282,156,10126,4650,2.18,1706,6009,2567,9971,956,2337,174,382,558,1293,686,2394,95,118,520,458,2.14,0.6,GRAND,Rural,0 - UDOT (Rural)
192034,19,2034,10384,156,10228,4704,2.17,1704,6111,2569,10067,964,2334,175,379,567,1294,693,2451,95,123,525,467,2.14,0.61,GRAND,Rural,0 - UDOT (Rural)
192035,19,2035,10480,156,10324,4753,2.17,1709,6198,2573,9985,961,2309,176,374,575,1290,692,2398,95,124,524,467,2.1,0.62,GRAND,Rural,0 - UDOT (Rural)
192036,19,2036,10557,156,10401,4794,2.17,1723,6250,2584,10015,961,2308,179,370,583,1290,692,2416,95,123,524,474,2.09,0.62,GRAND,Rural,0 - UDOT (Rural)
192037,19,2037,10641,156,10485,4836,2.17,1757,6292,2592,10071,966,2316,182,368,590,1297,693,2438,95,122,522,482,2.08,0.62,GRAND,Rural,0 - UDOT (Rural)
192038,19,2038,10717,156,10561,4873,2.17,1787,6332,2598,10121,969,2315,183,367,596,1304,696,2466,95,122,519,489,2.08,0.63,GRAND,Rural,0 - UDOT (Rural)
192039,19,2039,10803,156,10647,4913,2.17,1814,6396,2593,10168,973,2314,184,366,602,1312,698,2490,95,122,515,497,2.07,0.63,GRAND,Rural,0 - UDOT (Rural)
192040,19,2040,10888,156,10732,4952,2.17,1843,6454,2591,10217,977,2311,186,364,609,1324,700,2515,95,122,511,503,2.06,0.63,GRAND,Rural,0 - UDOT (Rural)
192041,19,2041,10980,156,10824,4991,2.17,1879,6517,2584,10264,982,2310,188,364,615,1331,701,2539,95,122,506,511,2.06,0.63,GRAND,Rural,0 - UDOT (Rural)
192042,19,2042,11070,156,10914,5027,2.17,1937,6547,2586,10314,987,2306,190,364,622,1342,702,2563,95,123,502,518,2.05,0.63,GRAND,Rural,0 - UDOT (Rural)
192043,19,2043,11158,156,11002,5059,2.17,2000,6570,2588,10361,992,2304,190,362,629,1356,701,2583,95,124,499,526,2.05,0.63,GRAND,Rural,0 - UDOT (Rural)
192044,19,2044,11238,156,11082,5087,2.18,2062,6581,2595,10410,997,2298,192,362,637,1370,700,2605,94,124,497,534,2.05,0.63,GRAND,Rural,0 - UDOT (Rural)
192045,19,2045,11326,156,11170,5116,2.18,2126,6584,2616,10470,1003,2296,194,362,646,1384,700,2627,93,124,497,544,2.05,0.63,GRAND,Rural,0 - UDOT (Rural)
192046,19,2046,11413,156,11257,5144,2.19,2187,6584,2642,10532,1009,2292,196,363,656,1399,701,2647,93,124,500,552,2.05,0.63,GRAND,Rural,0 - UDOT (Rural)
192047,19,2047,11517,156,11361,5177,2.19,2246,6585,2686,10608,1019,2288,196,363,670,1415,703,2668,93,126,506,561,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192048,19,2048,11625,156,11469,5210,2.2,2297,6589,2739,10678,1027,2289,198,363,681,1429,702,2685,92,126,514,572,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192049,19,2049,11742,156,11586,5247,2.21,2341,6630,2771,10765,1037,2291,200,363,696,1445,704,2704,92,128,525,580,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192050,19,2050,11860,156,11704,5286,2.21,2376,6684,2800,10856,1050,2292,202,363,709,1461,706,2724,92,130,537,590,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192051,19,2051,11969,156,11813,5322,2.22,2398,6741,2830,10925,1059,2294,203,362,719,1469,707,2742,91,132,547,600,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192052,19,2052,12080,156,11924,5362,2.22,2415,6804,2861,11009,1070,2295,205,363,727,1482,710,2762,91,134,560,610,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192053,19,2053,12195,156,12039,5405,2.23,2425,6873,2897,11091,1083,2296,207,363,734,1493,713,2783,91,135,573,620,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192054,19,2054,12306,156,12150,5450,2.23,2431,6940,2935,11171,1096,2298,208,363,740,1503,715,2803,91,136,587,631,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192055,19,2055,12417,156,12261,5497,2.23,2434,6999,2984,11248,1108,2298,208,363,747,1515,717,2821,90,137,601,643,2.05,0.62,GRAND,Rural,0 - UDOT (Rural)
192056,19,2056,12515,156,12359,5542,2.23,2431,7021,3063,11305,1116,2296,209,365,753,1523,718,2842,90,137,605,651,2.04,0.62,GRAND,Rural,0 - UDOT (Rural)
192057,19,2057,12602,156,12446,5584,2.23,2423,7028,3151,11351,1125,2291,210,365,759,1527,719,2863,90,135,609,658,2.03,0.62,GRAND,Rural,0 - UDOT (Rural)
192058,19,2058,12691,156,12535,5630,2.23,2416,7056,3219,11399,1133,2286,211,366,765,1532,720,2884,90,133,612,667,2.02,0.62,GRAND,Rural,0 - UDOT (Rural)
192059,19,2059,12781,156,12625,5677,2.22,2406,7103,3272,11438,1140,2278,212,367,771,1535,721,2902,89,132,616,675,2.01,0.62,GRAND,Rural,0 - UDOT (Rural)
192060,19,2060,12871,156,12715,5727,2.22,2395,7164,3312,11482,1147,2273,212,366,777,1541,721,2920,89,132,620,684,2.0,0.62,GRAND,Rural,0 - UDOT (Rural)
192061,19,2061,12965,156,12809,5780,2.22,2386,7234,3345,11518,1154,2268,214,366,783,1540,722,2938,89,132,623,689,1.99,0.63,GRAND,Rural,0 - UDOT (Rural)
192062,19,2062,13064,156,12908,5835,2.21,2378,7319,3367,11562,1161,2263,215,367,788,1543,722,2960,88,132,624,699,1.98,0.63,GRAND,Rural,0 - UDOT (Rural)
192063,19,2063,13168,156,13012,5893,2.21,2372,7422,3374,11608,1167,2260,217,368,794,1546,721,2981,88,132,627,707,1.97,0.64,GRAND,Rural,0 - UDOT (Rural)
192064,19,2064,13273,156,13117,5952,2.2,2368,7535,3370,11649,1174,2257,216,368,799,1549,722,3002,87,131,629,715,1.96,0.65,GRAND,Rural,0 - UDOT (Rural)
192065,19,2065,13376,156,13220,6011,2.2,2362,7644,3370,11693,1180,2254,218,368,805,1551,722,3021,87,131,630,726,1.95,0.65,GRAND,Rural,0 - UDOT (Rural)
212023,21,2023,66044,1700,64344,22269,2.89,16979,40327,8738,36113,3738,2974,2738,1394,2268,6126,3046,8049,1195,360,3175,1050,1.62,1.12,IRON,Rural,5 - Iron
212024,21,2024,67897,1735,66162,23055,2.87,17026,41689,9182,36916,3725,3058,2796,1360,2027,6295,3150,8696,1197,377,3182,1053,1.6,1.13,IRON,Rural,5 - Iron
212025,21,2025,69982,1672,68310,24037,2.84,17706,42670,9606,37830,3786,3083,2934,1411,2115,6439,3300,8854,1191,271,3282,1164,1.57,1.13,IRON,Rural,5 - Iron
212026,21,2026,72226,1704,70522,25069,2.81,17656,44377,10193,38692,3836,3130,3047,1454,2171,6560,3443,9010,1189,279,3372,1201,1.54,1.15,IRON,Rural,5 - Iron
212027,21,2027,74496,1728,72768,26125,2.79,17653,46069,10774,39483,3900,3157,3155,1497,2227,6690,3553,9146,1183,282,3456,1237,1.51,1.17,IRON,Rural,5 - Iron
212028,21,2028,76703,1743,74960,27165,2.76,17644,47715,11344,40338,3957,3184,3265,1530,2299,6818,3648,9330,1174,263,3592,1278,1.48,1.18,IRON,Rural,5 - Iron
212029,21,2029,78879,1849,77030,28163,2.74,17667,49307,11905,41344,4015,3198,3391,1563,2382,6958,3736,9524,1167,338,3751,1321,1.47,1.19,IRON,Rural,5 - Iron
212030,21,2030,80780,1849,78931,29096,2.71,17726,50634,12420,42130,4084,3195,3518,1593,2468,7062,3825,9680,1159,329,3857,1360,1.45,1.2,IRON,Rural,5 - Iron
212031,21,2031,82483,1852,80631,29948,2.69,17753,51876,12854,42847,4160,3176,3639,1625,2549,7145,3916,9823,1153,328,3932,1401,1.43,1.21,IRON,Rural,5 - Iron
212032,21,2032,83983,1859,82124,30713,2.67,17783,52939,13261,43568,4219,3168,3756,1655,2628,7229,4004,9972,1147,340,4008,1442,1.42,1.22,IRON,Rural,5 - Iron
212033,21,2033,85304,1863,83441,31396,2.66,17836,53821,13647,44257,4267,3177,3859,1680,2714,7304,4081,10107,1147,353,4088,1480,1.41,1.22,IRON,Rural,5 - Iron
212034,21,2034,86481,1856,84625,32011,2.64,17953,54496,14032,45107,4316,3209,3958,1707,2810,7397,4166,10333,1145,365,4173,1528,1.41,1.21,IRON,Rural,5 - Iron
212035,21,2035,87577,1841,85736,32585,2.63,18097,55033,14447,45451,4333,3190,4061,1720,2899,7464,4212,10255,1143,370,4247,1557,1.39,1.21,IRON,Rural,5 - Iron
212036,21,2036,88675,1828,86847,33157,2.62,18297,55480,14898,46108,4370,3218,4178,1739,2989,7561,4274,10361,1141,366,4313,1598,1.39,1.2,IRON,Rural,5 - Iron
212037,21,2037,89822,1819,88003,33740,2.61,18526,55934,15362,46799,4423,3252,4296,1763,3075,7675,4347,10487,1140,364,4338,1639,1.39,1.2,IRON,Rural,5 - Iron
212038,21,2038,91036,1820,89216,34345,2.6,18730,56480,15826,47549,4480,3277,4410,1793,3161,7805,4437,10655,1138,363,4348,1682,1.38,1.19,IRON,Rural,5 - Iron
212039,21,2039,92266,1815,90451,34959,2.59,18996,56962,16308,48266,4539,3299,4518,1824,3242,7947,4523,10799,1136,364,4347,1728,1.38,1.18,IRON,Rural,5 - Iron
212040,21,2040,93456,1807,91649,35562,2.58,19244,57370,16842,48715,4586,3311,4552,1823,3262,8078,4603,10914,1134,363,4325,1764,1.37,1.18,IRON,Rural,5 - Iron
212041,21,2041,94628,1805,92823,36155,2.57,19458,57761,17409,49104,4635,3326,4581,1825,3277,8195,4679,11012,1130,366,4282,1796,1.36,1.18,IRON,Rural,5 - Iron
212042,21,2042,95772,1806,93966,36737,2.56,19632,58102,18038,49504,4677,3334,4611,1827,3303,8314,4750,11111,1126,369,4252,1830,1.35,1.17,IRON,Rural,5 - Iron
212043,21,2043,96912,1792,95120,37319,2.55,19903,58258,18751,49883,4719,3343,4635,1829,3321,8448,4818,11189,1124,373,4222,1862,1.34,1.17,IRON,Rural,5 - Iron
212044,21,2044,98063,1776,96287,37907,2.54,20195,58355,19513,50269,4760,3350,4659,1831,3344,8580,4890,11273,1121,372,4191,1898,1.33,1.16,IRON,Rural,5 - Iron
212045,21,2045,99265,1768,97497,38515,2.53,20486,58441,20338,50716,4810,3357,4691,1832,3366,8721,4967,11350,1118,372,4198,1934,1.32,1.15,IRON,Rural,5 - Iron
212046,21,2046,100540,1772,98768,39158,2.52,20763,58608,21169,51207,4855,3361,4724,1836,3397,8863,5048,11416,1115,373,4248,1971,1.31,1.14,IRON,Rural,5 - Iron
212047,21,2047,101883,1784,100099,39836,2.51,21008,58870,22005,51749,4908,3364,4758,1838,3433,9007,5129,11476,1112,376,4334,2014,1.3,1.14,IRON,Rural,5 - Iron
212048,21,2048,103277,1803,101474,40543,2.5,21209,59253,22815,52308,4959,3369,4793,1842,3472,9148,5208,11520,1109,383,4450,2055,1.29,1.13,IRON,Rural,5 - Iron
212049,21,2049,104694,1827,102867,41268,2.49,21357,59767,23570,52881,5010,3375,4829,1843,3509,9288,5284,11560,1106,389,4590,2098,1.28,1.13,IRON,Rural,5 - Iron
212050,21,2050,106073,1853,104220,41987,2.48,21436,60364,24273,53440,5059,3379,4864,1845,3541,9423,5353,11599,1103,395,4738,2141,1.27,1.13,IRON,Rural,5 - Iron
212051,21,2051,107432,1878,105554,42705,2.47,21458,61044,24930,54000,5112,3380,4903,1846,3567,9548,5423,11635,1100,401,4900,2185,1.26,1.13,IRON,Rural,5 - Iron
212052,21,2052,108754,1902,106852,43413,2.46,21431,61835,25488,54567,5163,3383,4939,1849,3589,9685,5492,11668,1097,407,5066,2229,1.26,1.13,IRON,Rural,5 - Iron
212053,21,2053,110030,1922,108108,44107,2.45,21364,62691,25975,55146,5220,3385,4969,1852,3602,9821,5561,11711,1093,414,5246,2272,1.25,1.14,IRON,Rural,5 - Iron
212054,21,2054,111263,1937,109326,44789,2.44,21282,63515,26466,55692,5271,3386,4995,1855,3616,9952,5621,11744,1089,419,5426,2318,1.24,1.14,IRON,Rural,5 - Iron
212055,21,2055,112444,1949,110495,45454,2.43,21188,64265,26991,56222,5321,3384,5019,1858,3626,10075,5677,11775,1085,424,5617,2361,1.24,1.14,IRON,Rural,5 - Iron
212056,21,2056,113581,1958,111623,46104,2.42,21091,64959,27531,56693,5360,3379,5036,1862,3635,10192,5740,11818,1082,424,5760,2405,1.23,1.15,IRON,Rural,5 - Iron
212057,21,2057,114686,1966,112720,46739,2.41,21004,65644,28038,57111,5394,3373,5058,1867,3649,10307,5799,11860,1077,418,5867,2442,1.22,1.15,IRON,Rural,5 - Iron
212058,21,2058,115772,1972,113800,47366,2.4,20936,66340,28496,57497,5424,3365,5081,1873,3661,10418,5856,11900,1073,413,5951,2482,1.21,1.15,IRON,Rural,5 - Iron
212059,21,2059,116860,1976,114884,47990,2.39,20896,67070,28894,57858,5452,3360,5103,1877,3674,10532,5906,11938,1070,411,6017,2518,1.21,1.16,IRON,Rural,5 - Iron
212060,21,2060,117938,1977,115961,48609,2.39,20884,67750,29304,58216,5482,3357,5126,1881,3686,10645,5953,11982,1066,411,6072,2555,1.2,1.16,IRON,Rural,5 - Iron
212061,21,2061,119005,1977,117028,49222,2.38,20895,68343,29767,58567,5515,3352,5152,1881,3701,10753,5998,12025,1062,410,6122,2596,1.19,1.17,IRON,Rural,5 - Iron
212062,21,2062,120059,1975,118084,49828,2.37,20928,68799,30332,58920,5548,3348,5177,1882,3714,10869,6046,12067,1058,410,6169,2632,1.18,1.17,IRON,Rural,5 - Iron
212063,21,2063,121097,1972,119125,50425,2.36,20983,69165,30949,59281,5583,3344,5202,1881,3724,10989,6095,12112,1055,410,6214,2672,1.18,1.17,IRON,Rural,5 - Iron
212064,21,2064,122126,1969,120157,51014,2.36,21058,69467,31601,59640,5618,3340,5229,1882,3735,11110,6142,12157,1052,409,6256,2710,1.17,1.16,IRON,Rural,5 - Iron
212065,21,2065,123138,1964,121174,51593,2.35,21151,69734,32253,60001,5652,3337,5254,1882,3747,11234,6190,12200,1048,409,6298,2750,1.16,1.16,IRON,Rural,5 - Iron
232023,23,2023,12766,101,12665,4093,3.09,4018,7230,1518,6321,517,387,876,142,395,1043,652,929,473,98,551,258,1.54,1.14,JUAB,Rural,0 - UDOT (Rural)
232024,23,2024,13116,101,13015,4227,3.08,4042,7507,1567,6518,520,472,832,165,350,1061,806,928,475,61,586,262,1.54,1.15,JUAB,Rural,0 - UDOT (Rural)
232025,23,2025,13386,101,13285,4356,3.05,4196,7590,1600,6667,523,473,847,166,352,1086,837,942,473,79,603,286,1.53,1.14,JUAB,Rural,0 - UDOT (Rural)
232026,23,2026,13665,101,13564,4491,3.02,4179,7818,1668,6771,524,478,854,166,348,1105,862,954,473,100,615,292,1.51,1.15,JUAB,Rural,0 - UDOT (Rural)
232027,23,2027,13947,101,13846,4631,2.99,4166,8044,1737,6891,534,482,863,167,344,1129,885,968,472,119,631,297,1.49,1.17,JUAB,Rural,0 - UDOT (Rural)
232028,23,2028,14222,101,14121,4773,2.96,4158,8258,1806,6998,538,482,870,167,342,1149,900,985,469,136,653,307,1.47,1.18,JUAB,Rural,0 - UDOT (Rural)
232029,23,2029,14484,101,14383,4913,2.93,4159,8446,1879,7122,546,482,884,166,344,1172,916,1006,467,150,676,313,1.45,1.19,JUAB,Rural,0 - UDOT (Rural)
232030,23,2030,14725,101,14624,5049,2.9,4151,8631,1943,7230,553,481,900,165,344,1191,932,1020,464,166,692,322,1.43,1.19,JUAB,Rural,0 - UDOT (Rural)
232031,23,2031,14944,101,14843,5182,2.86,4127,8824,1993,7340,564,477,916,165,344,1210,947,1034,462,186,705,330,1.42,1.2,JUAB,Rural,0 - UDOT (Rural)
232032,23,2032,15141,101,15040,5309,2.83,4082,9021,2038,7445,572,475,932,165,344,1227,961,1048,461,207,715,338,1.4,1.21,JUAB,Rural,0 - UDOT (Rural)
232033,23,2033,15319,101,15218,5431,2.8,4051,9171,2097,7520,579,476,943,164,346,1238,972,1064,461,208,726,343,1.38,1.22,JUAB,Rural,0 - UDOT (Rural)
232034,23,2034,15481,101,15380,5548,2.77,3998,9329,2154,7629,585,489,954,163,350,1252,986,1088,461,211,736,354,1.38,1.22,JUAB,Rural,0 - UDOT (Rural)
232035,23,2035,15635,101,15534,5663,2.74,3955,9465,2215,7633,587,476,965,160,352,1256,989,1074,462,212,742,358,1.35,1.24,JUAB,Rural,0 - UDOT (Rural)
232036,23,2036,15793,101,15692,5778,2.72,3924,9582,2287,7686,589,479,981,158,354,1264,994,1084,461,212,744,366,1.33,1.25,JUAB,Rural,0 - UDOT (Rural)
232037,23,2037,15959,101,15858,5894,2.69,3906,9692,2361,7757,596,483,998,157,357,1273,1004,1099,460,210,746,374,1.32,1.25,JUAB,Rural,0 - UDOT (Rural)
232038,23,2038,16133,101,16032,6014,2.67,3892,9808,2433,7820,602,485,1013,157,359,1283,1013,1113,461,211,744,379,1.3,1.25,JUAB,Rural,0 - UDOT (Rural)
232039,23,2039,16315,101,16214,6136,2.64,3853,9973,2489,7888,609,490,1028,156,361,1293,1021,1130,461,211,742,386,1.29,1.26,JUAB,Rural,0 - UDOT (Rural)
232040,23,2040,16500,101,16399,6261,2.62,3822,10126,2552,7946,615,492,1041,157,361,1303,1028,1144,461,211,740,393,1.27,1.27,JUAB,Rural,0 - UDOT (Rural)
232041,23,2041,16685,101,16584,6386,2.6,3798,10251,2636,7999,621,496,1053,157,363,1313,1036,1156,461,211,733,399,1.25,1.28,JUAB,Rural,0 - UDOT (Rural)
232042,23,2042,16870,101,16769,6511,2.58,3750,10378,2742,8040,624,497,1065,157,365,1321,1039,1169,459,211,728,405,1.23,1.29,JUAB,Rural,0 - UDOT (Rural)
232043,23,2043,17056,101,16955,6637,2.55,3728,10471,2857,8089,629,499,1075,157,367,1329,1044,1180,460,212,724,413,1.22,1.29,JUAB,Rural,0 - UDOT (Rural)
232044,23,2044,17245,101,17144,6765,2.53,3705,10566,2974,8127,634,500,1085,157,369,1336,1047,1190,459,212,720,418,1.2,1.3,JUAB,Rural,0 - UDOT (Rural)
232045,23,2045,17439,101,17338,6896,2.51,3684,10667,3088,8181,639,502,1099,156,372,1344,1052,1201,458,212,721,425,1.19,1.3,JUAB,Rural,0 - UDOT (Rural)
232046,23,2046,17639,101,17538,7029,2.5,3664,10771,3204,8230,642,503,1112,157,375,1352,1056,1210,457,212,724,430,1.17,1.31,JUAB,Rural,0 - UDOT (Rural)
232047,23,2047,17843,101,17742,7164,2.48,3646,10883,3314,8287,648,503,1125,156,380,1359,1060,1218,458,212,731,437,1.16,1.31,JUAB,Rural,0 - UDOT (Rural)
232048,23,2048,18050,101,17949,7300,2.46,3632,10980,3438,8339,651,504,1138,155,384,1366,1062,1222,457,213,741,446,1.14,1.32,JUAB,Rural,0 - UDOT (Rural)
232049,23,2049,18259,101,18158,7437,2.44,3621,11083,3555,8393,655,505,1151,156,389,1372,1065,1226,456,214,751,453,1.13,1.32,JUAB,Rural,0 - UDOT (Rural)
232050,23,2050,18467,101,18366,7573,2.43,3612,11189,3666,8449,658,506,1165,156,392,1377,1066,1233,456,215,764,461,1.12,1.32,JUAB,Rural,0 - UDOT (Rural)
232051,23,2051,18670,101,18569,7706,2.41,3604,11311,3755,8501,662,505,1180,155,396,1382,1068,1239,455,216,776,467,1.1,1.33,JUAB,Rural,0 - UDOT (Rural)
232052,23,2052,18867,101,18766,7837,2.39,3596,11429,3842,8546,665,505,1193,156,397,1387,1066,1242,454,217,790,474,1.09,1.34,JUAB,Rural,0 - UDOT (Rural)
232053,23,2053,19059,101,18958,7966,2.38,3586,11527,3946,8595,668,505,1206,156,399,1391,1068,1247,454,218,803,480,1.08,1.34,JUAB,Rural,0 - UDOT (Rural)
232054,23,2054,19249,101,19148,8094,2.37,3573,11612,4064,8633,671,505,1216,156,398,1395,1067,1250,453,217,818,487,1.07,1.35,JUAB,Rural,0 - UDOT (Rural)
232055,23,2055,19436,101,19335,8221,2.35,3557,11685,4194,8680,674,505,1226,156,398,1401,1067,1256,452,218,834,493,1.06,1.35,JUAB,Rural,0 - UDOT (Rural)
232056,23,2056,19622,101,19521,8347,2.34,3539,11750,4333,8719,676,504,1235,157,399,1404,1067,1262,451,218,846,500,1.04,1.35,JUAB,Rural,0 - UDOT (Rural)
232057,23,2057,19807,101,19706,8472,2.33,3520,11804,4483,8747,677,503,1243,156,399,1410,1068,1266,449,216,855,505,1.03,1.35,JUAB,Rural,0 - UDOT (Rural)
232058,23,2058,19989,101,19888,8596,2.31,3501,11867,4621,8773,677,500,1254,156,400,1413,1068,1269,449,215,859,513,1.02,1.35,JUAB,Rural,0 - UDOT (Rural)
232059,23,2059,20170,101,20069,8719,2.3,3482,11934,4754,8800,679,499,1263,156,399,1417,1069,1274,447,215,863,519,1.01,1.36,JUAB,Rural,0 - UDOT (Rural)
232060,23,2060,20352,101,20251,8842,2.29,3465,12003,4884,8827,679,497,1273,157,401,1421,1068,1277,447,214,868,525,1.0,1.36,JUAB,Rural,0 - UDOT (Rural)
232061,23,2061,20533,101,20432,8965,2.28,3450,12075,5008,8850,679,495,1282,156,401,1427,1068,1281,446,213,872,530,0.99,1.36,JUAB,Rural,0 - UDOT (Rural)
232062,23,2062,20714,101,20613,9086,2.27,3437,12129,5148,8880,681,494,1292,157,402,1432,1068,1286,445,212,874,537,0.98,1.37,JUAB,Rural,0 - UDOT (Rural)
232063,23,2063,20896,101,20795,9207,2.26,3429,12188,5279,8908,683,492,1301,157,401,1438,1068,1290,446,212,877,543,0.97,1.37,JUAB,Rural,0 - UDOT (Rural)
232064,23,2064,21077,101,20976,9326,2.25,3425,12257,5395,8933,683,491,1311,156,402,1443,1068,1294,445,212,879,549,0.96,1.37,JUAB,Rural,0 - UDOT (Rural)
232065,23,2065,21259,101,21158,9444,2.24,3425,12309,5525,8960,685,490,1320,157,402,1448,1067,1298,444,212,882,555,0.95,1.37,JUAB,Rural,0 - UDOT (Rural)
252023,25,2023,8387,169,8218,3208,2.56,1891,4487,2009,6272,592,1234,161,205,284,806,182,2046,165,40,298,259,1.96,0.72,KANE,Rural,0 - UDOT (Rural)
252024,25,2024,8364,168,8196,3212,2.55,1838,4470,2056,6311,564,1231,161,209,333,817,149,2120,166,40,268,253,1.96,0.71,KANE,Rural,0 - UDOT (Rural)
252025,25,2025,8398,169,8229,3242,2.54,1871,4438,2089,6393,571,1233,162,208,333,828,154,2152,164,39,275,274,1.97,0.69,KANE,Rural,0 - UDOT (Rural)
252026,25,2026,8438,171,8267,3275,2.52,1835,4470,2133,6444,572,1243,164,207,331,830,160,2177,164,40,279,277,1.97,0.69,KANE,Rural,0 - UDOT (Rural)
252027,25,2027,8480,172,8308,3308,2.51,1803,4504,2173,6499,577,1243,166,207,329,833,164,2210,164,41,282,283,1.96,0.69,KANE,Rural,0 - UDOT (Rural)
252028,25,2028,8523,173,8350,3343,2.5,1772,4552,2199,6566,580,1243,168,204,326,839,167,2257,162,39,292,289,1.96,0.69,KANE,Rural,0 - UDOT (Rural)
252029,25,2029,8565,175,8390,3376,2.49,1747,4599,2219,6634,585,1239,170,203,329,843,171,2302,161,37,302,292,1.97,0.69,KANE,Rural,0 - UDOT (Rural)
252030,25,2030,8606,177,8429,3409,2.47,1734,4628,2244,6684,591,1228,174,201,331,847,174,2336,160,36,309,297,1.96,0.69,KANE,Rural,0 - UDOT (Rural)
