PUMA,HHSIZE,INC,WRKS,COUNT
35013,5,$50k–$100k,1,297
35013,5,$50k–$100k,2,607
35013,5,$50k–$100k,3,349
35013,5,<$50k,0,21
35013,5,<$50k,1,269
35013,5,<$50k,2,149
35013,5,<$50k,3,19
35013,5,>$150k,1,63
35013,5,>$150k,2,82
35013,5,>$150k,3,477
35013,6,$100k–$150k,1,254
35013,6,$100k–$150k,2,158
35013,6,$100k–$150k,3,885
35013,6,$50k–$100k,1,397
35013,6,$50k–$100k,2,398
35013,6,$50k–$100k,3,483
35013,6,<$50k,0,11
35013,6,<$50k,1,688
35013,6,<$50k,2,213
35013,6,<$50k,3,37
35013,6,>$150k,1,9
35013,6,>$150k,2,229
35013,6,>$150k,3,979
35014,1,$100k–$150k,0,77
35014,1,$100k–$150k,1,309
35014,1,$50k–$100k,0,324
35014,1,$50k–$100k,1,1882
35014,1,<$50k,0,2154
35014,1,<$50k,1,1846
35014,1,>$150k,0,15
35014,1,>$150k,1,263
35014,2,$100k–$150k,0,265
35014,2,$100k–$150k,1,429
35014,2,$100k–$150k,2,2087
35014,2,$50k–$100k,0,1263
35014,2,$50k–$100k,1,1008
35014,2,$50k–$100k,2,2317
35014,2,<$50k,0,855
35014,2,<$50k,1,1248
35014,2,<$50k,2,666
35014,2,>$150k,0,93
35014,2,>$150k,1,281
35014,2,>$150k,2,855
35014,3,$100k–$150k,1,200
35014,3,$100k–$150k,2,1066
35014,3,$100k–$150k,3,703
35014,3,$50k–$100k,0,96
35014,3,$50k–$100k,1,629
35014,3,$50k–$100k,2,1720
35014,3,$50k–$100k,3,405
35014,3,<$50k,0,226
35014,3,<$50k,1,717
35014,3,<$50k,2,274
35014,3,<$50k,3,122
35014,3,>$150k,1,25
35014,3,>$150k,2,338
35014,3,>$150k,3,723
35014,4,$100k–$150k,1,342
35014,4,$100k–$150k,2,692
35014,4,$100k–$150k,3,677
35014,4,$50k–$100k,1,660
35014,4,$50k–$100k,2,1261
35014,4,$50k–$100k,3,425
35014,4,<$50k,0,152
35014,4,<$50k,1,470
35014,4,<$50k,2,201
35014,4,<$50k,3,42
35014,4,>$150k,1,66
35014,4,>$150k,2,312
35014,4,>$150k,3,690
35014,5,$100k–$150k,1,136
35014,5,$100k–$150k,2,534
35014,5,$100k–$150k,3,489
35014,5,$50k–$100k,1,333
35014,5,$50k–$100k,2,699
35014,5,$50k–$100k,3,147
35014,5,<$50k,0,165
35014,5,<$50k,1,406
35014,5,<$50k,2,175
35014,5,<$50k,3,112
35014,5,>$150k,1,50
35014,5,>$150k,2,94
35014,5,>$150k,3,494
35014,6,$100k–$150k,0,23
35014,6,$100k–$150k,1,70
35014,6,$100k–$150k,2,254
35014,6,$100k–$150k,3,1044
35014,6,$50k–$100k,0,14
35014,6,$50k–$100k,1,534
35014,6,$50k–$100k,2,478
35014,6,$50k–$100k,3,639
35014,6,<$50k,0,44
35014,6,<$50k,1,171
35014,6,<$50k,2,54
35014,6,<$50k,3,88
35014,6,>$150k,2,223
35014,6,>$150k,3,1137
35015,1,$100k–$150k,0,151
35015,1,$100k–$150k,1,1693
35015,1,$50k–$100k,0,1498
35015,1,$50k–$100k,1,4559
35015,1,<$50k,0,6226
35015,1,<$50k,1,5648
35015,1,>$150k,0,246
35015,1,>$150k,1,871
35015,2,$100k–$150k,0,549
35015,2,$100k–$150k,1,744
35015,2,$100k–$150k,2,3165
35015,2,$50k–$100k,0,1533
35015,2,$50k–$100k,1,2334
35015,2,$50k–$100k,2,3610
35015,2,<$50k,0,2036
35015,2,<$50k,1,1944
35015,2,<$50k,2,1181
35015,2,>$150k,0,730
35015,2,>$150k,1,1433
35015,2,>$150k,2,3299
35015,3,$100k–$150k,0,58
35015,3,$100k–$150k,1,532
35015,3,$100k–$150k,2,1303
35015,3,$100k–$150k,3,792
35015,3,$50k–$100k,0,161
35015,3,$50k–$100k,1,1066
35015,3,$50k–$100k,2,943
35015,3,$50k–$100k,3,362
35015,3,<$50k,0,227
35015,3,<$50k,1,835
35015,3,<$50k,2,286
35015,3,<$50k,3,55
35015,3,>$150k,0,16
35015,3,>$150k,1,519
35015,3,>$150k,2,1526
35015,3,>$150k,3,807
35015,4,$100k–$150k,1,361
35015,4,$100k–$150k,2,654
35015,4,$100k–$150k,3,584
35015,4,$50k–$100k,0,63
35015,4,$50k–$100k,1,562
35015,4,$50k–$100k,2,1173
35015,4,$50k–$100k,3,346
35015,4,<$50k,0,24
35015,4,<$50k,1,434
35015,4,<$50k,2,273
35015,4,<$50k,3,128
35015,4,>$150k,1,402
35015,4,>$150k,2,1460
35015,4,>$150k,3,1284
35015,5,$100k–$150k,1,108
35015,5,$100k–$150k,2,164
35015,5,$100k–$150k,3,449
35015,5,$50k–$100k,1,348
35015,5,$50k–$100k,2,342
35015,5,$50k–$100k,3,242
35015,5,<$50k,0,67
35015,5,<$50k,1,129
35015,5,<$50k,2,189
35015,5,<$50k,3,36
35015,5,>$150k,0,76
35015,5,>$150k,1,125
35015,5,>$150k,2,485
35015,5,>$150k,3,481
35015,6,$100k–$150k,1,250
35015,6,$100k–$150k,2,156
35015,6,$100k–$150k,3,199
35015,6,$50k–$100k,1,245
35015,6,$50k–$100k,2,375
35015,6,$50k–$100k,3,230
35015,6,<$50k,1,181
35015,6,<$50k,2,217
35015,6,<$50k,3,10
35015,6,>$150k,1,406
35015,6,>$150k,2,259
35015,6,>$150k,3,787
35016,1,$100k–$150k,0,22
35016,1,$100k–$150k,1,436
35016,1,$50k–$100k,0,503
35016,1,$50k–$100k,1,2212
35016,1,<$50k,0,2199
35016,1,<$50k,1,1395
35016,1,>$150k,0,25
35016,1,>$150k,1,200
35016,2,$100k–$150k,0,281
35016,2,$100k–$150k,1,581
35016,2,$100k–$150k,2,2001
35016,2,$50k–$100k,0,918
35016,2,$50k–$100k,1,1818
35016,2,$50k–$100k,2,1982
35016,2,<$50k,0,740
35016,2,<$50k,1,1035
35016,2,<$50k,2,533
35016,2,>$150k,0,147
35016,2,>$150k,1,453
35016,2,>$150k,2,1251
35016,3,$100k–$150k,0,18
35016,3,$100k–$150k,1,374
35016,3,$100k–$150k,2,626
35016,3,$100k–$150k,3,520
35016,3,$50k–$100k,0,193
35016,3,$50k–$100k,1,1110
35016,3,$50k–$100k,2,754
35016,3,$50k–$100k,3,675
35016,3,<$50k,0,249
35016,3,<$50k,1,602
35016,3,<$50k,2,330
35016,3,>$150k,1,306
35016,3,>$150k,2,855
35016,3,>$150k,3,897
35016,4,$100k–$150k,0,8
35016,4,$100k–$150k,1,213
35016,4,$100k–$150k,2,1347
35016,4,$100k–$150k,3,721
35016,4,$50k–$100k,0,8
35016,4,$50k–$100k,1,876
35016,4,$50k–$100k,2,1114
35016,4,$50k–$100k,3,408
35016,4,<$50k,0,32
35016,4,<$50k,1,692
35016,4,<$50k,2,66
35016,4,<$50k,3,74
35016,4,>$150k,1,337
35016,4,>$150k,2,1035
35016,4,>$150k,3,794
35016,5,$100k–$150k,1,233
35016,5,$100k–$150k,2,268
35016,5,$100k–$150k,3,326
35016,5,$50k–$100k,0,39
35016,5,$50k–$100k,1,414
35016,5,$50k–$100k,2,1098
35016,5,$50k–$100k,3,110
35016,5,<$50k,1,210
35016,5,<$50k,2,270
35016,5,<$50k,3,18
35016,5,>$150k,0,8
35016,5,>$150k,1,262
35016,5,>$150k,2,440
35016,5,>$150k,3,715
35016,6,$100k–$150k,1,176
35016,6,$100k–$150k,2,672
35016,6,$100k–$150k,3,441
35016,6,$50k–$100k,0,9
35016,6,$50k–$100k,1,411
35016,6,$50k–$100k,2,452
35016,6,$50k–$100k,3,161
35016,6,<$50k,0,50
35016,6,<$50k,1,80
35016,6,<$50k,2,82
35016,6,<$50k,3,47
35016,6,>$150k,1,139
35016,6,>$150k,2,219
35016,6,>$150k,3,1291
35017,1,$100k–$150k,0,261
35017,1,$100k–$150k,1,540
35017,1,$50k–$100k,0,648
35017,1,$50k–$100k,1,2398
35017,1,<$50k,0,2438
35017,1,<$50k,1,1586
35017,1,>$150k,0,23
35017,1,>$150k,1,255
35017,2,$100k–$150k,0,439
35017,2,$100k–$150k,1,841
35017,2,$100k–$150k,2,3069
35017,2,$50k–$100k,0,1880
35017,2,$50k–$100k,1,2008
35017,2,$50k–$100k,2,3026
35017,2,<$50k,0,1542
35017,2,<$50k,1,893
35017,2,<$50k,2,448
35017,2,>$150k,0,368
35017,2,>$150k,1,757
35017,2,>$150k,2,3051
35017,3,$100k–$150k,1,753
35017,3,$100k–$150k,2,1669
35017,3,$100k–$150k,3,914
35017,3,$50k–$100k,0,84
35017,3,$50k–$100k,1,1194
35017,3,$50k–$100k,2,1511
35017,3,$50k–$100k,3,192
35017,3,<$50k,0,106
35017,3,<$50k,1,308
35017,3,<$50k,2,365
35017,3,<$50k,3,72
35017,3,>$150k,0,32
35017,3,>$150k,1,537
35017,3,>$150k,2,1625
35017,3,>$150k,3,991
35017,4,$100k–$150k,0,20
35017,4,$100k–$150k,1,494
35017,4,$100k–$150k,2,1576
35017,4,$100k–$150k,3,742
35017,4,$50k–$100k,1,1291
35017,4,$50k–$100k,2,1191
35017,4,$50k–$100k,3,318
35017,4,<$50k,0,13
35017,4,<$50k,1,402
35017,4,<$50k,2,29
35017,4,>$150k,0,21
35017,4,>$150k,1,384
35017,4,>$150k,2,1457
35017,4,>$150k,3,1588
35017,5,$100k–$150k,1,717
35017,5,$100k–$150k,2,1218
35017,5,$100k–$150k,3,668
35017,5,$50k–$100k,0,17
35017,5,$50k–$100k,1,638
35017,5,$50k–$100k,2,857
35017,5,$50k–$100k,3,247
35017,5,<$50k,0,19
35017,5,<$50k,1,592
35017,5,<$50k,2,174
35017,5,>$150k,1,646
35017,5,>$150k,2,1014
35017,5,>$150k,3,1004
35017,6,$100k–$150k,0,13
35017,6,$100k–$150k,1,531
35017,6,$100k–$150k,2,496
35017,6,$100k–$150k,3,353
35017,6,$50k–$100k,1,294
35017,6,$50k–$100k,2,995
35017,6,$50k–$100k,3,117
35017,6,<$50k,0,12
35017,6,<$50k,1,186
35017,6,<$50k,2,96
35017,6,<$50k,3,21
35017,6,>$150k,1,418
35017,6,>$150k,2,1345
35017,6,>$150k,3,2242
49001,1,$100k–$150k,0,19
49001,1,$100k–$150k,1,294
49001,1,$50k–$100k,0,229
49001,1,$50k–$100k,1,1142
49001,1,<$50k,0,1315
49001,1,<$50k,1,1154
49001,1,>$150k,0,32
49001,1,>$150k,1,86
49001,2,$100k–$150k,0,211
49001,2,$100k–$150k,1,711
49001,2,$100k–$150k,2,1825
49001,2,$50k–$100k,0,944
49001,2,$50k–$100k,1,995
49001,2,$50k–$100k,2,2109
49001,2,<$50k,0,851
49001,2,<$50k,1,581
49001,2,<$50k,2,485
49001,2,>$150k,0,121
49001,2,>$150k,1,316
49001,2,>$150k,2,1188
49001,3,$100k–$150k,0,32
49001,3,$100k–$150k,1,442
49001,3,$100k–$150k,2,1192
49001,3,$100k–$150k,3,596
49001,3,$50k–$100k,0,71
49001,3,$50k–$100k,1,1342
49001,3,$50k–$100k,2,1256
49001,3,$50k–$100k,3,457
49001,3,<$50k,0,225
49001,3,<$50k,1,689
49001,3,<$50k,2,339
49001,3,>$150k,0,16
49001,3,>$150k,1,418
49001,3,>$150k,2,597
49001,3,>$150k,3,698
49001,4,$100k–$150k,0,5
49001,4,$100k–$150k,1,656
49001,4,$100k–$150k,2,1262
49001,4,$100k–$150k,3,896
49001,4,$50k–$100k,0,21
49001,4,$50k–$100k,1,1299
49001,4,$50k–$100k,2,1818
49001,4,$50k–$100k,3,473
49001,4,<$50k,0,61
49001,4,<$50k,1,428
49001,4,<$50k,2,589
49001,4,>$150k,1,464
49001,4,>$150k,2,718
49001,4,>$150k,3,866
49001,5,$100k–$150k,0,63
49001,5,$100k–$150k,1,1002
49001,5,$100k–$150k,2,1157
49001,5,$100k–$150k,3,706
49001,5,$50k–$100k,1,1174
49001,5,$50k–$100k,2,921
49001,5,$50k–$100k,3,462
49001,5,<$50k,0,32
49001,5,<$50k,1,385
49001,5,<$50k,2,365
49001,5,>$150k,0,17
49001,5,>$150k,1,391
49001,5,>$150k,2,699
49001,5,>$150k,3,1303
49001,6,$100k–$150k,1,886
49001,6,$100k–$150k,2,927
49001,6,$100k–$150k,3,759
49001,6,$50k–$100k,1,1448
49001,6,$50k–$100k,2,925
49001,6,$50k–$100k,3,284
49001,6,<$50k,0,52
49001,6,<$50k,1,614
49001,6,<$50k,2,88
49001,6,<$50k,3,13
49001,6,>$150k,0,19
49001,6,>$150k,1,806
49001,6,>$150k,2,624
49001,6,>$150k,3,1439
49002,1,$100k–$150k,0,75
49002,1,$100k–$150k,1,601
49002,1,$50k–$100k,0,810
49002,1,$50k–$100k,1,2231
49002,1,<$50k,0,2891
49002,1,<$50k,1,2547
49002,1,>$150k,0,54
49002,1,>$150k,1,225
49002,2,$100k–$150k,0,341
49002,2,$100k–$150k,1,882
49002,2,$100k–$150k,2,1789
49002,2,$50k–$100k,0,1607
49002,2,$50k–$100k,1,1741
49002,2,$50k–$100k,2,4125
49002,2,<$50k,0,1562
49002,2,<$50k,1,1978
49002,2,<$50k,2,1994
49002,2,>$150k,0,245
49002,2,>$150k,1,832
49002,2,>$150k,2,1290
49002,3,$100k–$150k,0,8
49002,3,$100k–$150k,1,512
49002,3,$100k–$150k,2,1076
49002,3,$100k–$150k,3,1095
49002,3,$50k–$100k,0,263
49002,3,$50k–$100k,1,1261
49002,3,$50k–$100k,2,1629
49002,3,$50k–$100k,3,750
49002,3,<$50k,0,279
49002,3,<$50k,1,1044
49002,3,<$50k,2,613
49002,3,<$50k,3,379
49002,3,>$150k,0,11
49002,3,>$150k,1,377
49002,3,>$150k,2,667
49002,3,>$150k,3,823
49002,4,$100k–$150k,0,41
49002,4,$100k–$150k,1,450
49002,4,$100k–$150k,2,760
49002,4,$100k–$150k,3,447
49002,4,$50k–$100k,0,32
49002,4,$50k–$100k,1,1017
49002,4,$50k–$100k,2,1202
49002,4,$50k–$100k,3,541
49002,4,<$50k,0,190
49002,4,<$50k,1,762
49002,4,<$50k,2,694
49002,4,<$50k,3,66
49002,4,>$150k,1,563
49002,4,>$150k,2,765
49002,4,>$150k,3,831
49002,5,$100k–$150k,1,546
49002,5,$100k–$150k,2,723
49002,5,$100k–$150k,3,703
49002,5,$50k–$100k,0,5
49002,5,$50k–$100k,1,707
49002,5,$50k–$100k,2,749
49002,5,$50k–$100k,3,445
49002,5,<$50k,0,103
49002,5,<$50k,1,501
49002,5,<$50k,2,300
49002,5,<$50k,3,121
49002,5,>$150k,1,410
49002,5,>$150k,2,572
49002,5,>$150k,3,812
49002,6,$100k–$150k,1,670
49002,6,$100k–$150k,2,812
49002,6,$100k–$150k,3,771
49002,6,$50k–$100k,0,14
49002,6,$50k–$100k,1,420
49002,6,$50k–$100k,2,644
49002,6,$50k–$100k,3,550
49002,6,<$50k,0,55
49002,6,<$50k,1,150
49002,6,<$50k,2,124
49002,6,<$50k,3,60
49002,6,>$150k,1,499
49002,6,>$150k,2,515
49002,6,>$150k,3,1230
49003,1,$100k–$150k,0,69
49003,1,$100k–$150k,1,290
49003,1,$50k–$100k,0,167
49003,1,$50k–$100k,1,832
49003,1,<$50k,0,1770
49003,1,<$50k,1,1211
49003,1,>$150k,0,10
49003,1,>$150k,1,76
49003,2,$100k–$150k,0,229
49003,2,$100k–$150k,1,229
49003,2,$100k–$150k,2,664
49003,2,$50k–$100k,0,692
49003,2,$50k–$100k,1,874
49003,2,$50k–$100k,2,2697
49003,2,<$50k,0,801
49003,2,<$50k,1,1846
49003,2,<$50k,2,3525
49003,2,>$150k,0,77
49003,2,>$150k,1,333
49003,2,>$150k,2,322
49003,3,$100k–$150k,0,16
49003,3,$100k–$150k,1,195
49003,3,$100k–$150k,2,511
49003,3,$100k–$150k,3,276
49003,3,$50k–$100k,0,11
49003,3,$50k–$100k,1,472
49003,3,$50k–$100k,2,754
49003,3,$50k–$100k,3,487
49003,3,<$50k,0,181
49003,3,<$50k,1,904
49003,3,<$50k,2,865
49003,3,<$50k,3,651
49003,3,>$150k,0,10
49003,3,>$150k,1,101
49003,3,>$150k,2,159
49003,3,>$150k,3,369
49003,4,$100k–$150k,1,140
49003,4,$100k–$150k,2,371
49003,4,$100k–$150k,3,277
49003,4,$50k–$100k,0,2
49003,4,$50k–$100k,1,432
49003,4,$50k–$100k,2,935
49003,4,$50k–$100k,3,801
49003,4,<$50k,0,83
49003,4,<$50k,1,410
49003,4,<$50k,2,443
49003,4,<$50k,3,639
49003,4,>$150k,1,131
49003,4,>$150k,2,193
49003,4,>$150k,3,299
49003,5,$100k–$150k,1,227
49003,5,$100k–$150k,2,87
49003,5,$100k–$150k,3,286
49003,5,$50k–$100k,0,21
49003,5,$50k–$100k,1,370
49003,5,$50k–$100k,2,255
49003,5,$50k–$100k,3,193
49003,5,<$50k,0,170
49003,5,<$50k,1,359
49003,5,<$50k,2,116
49003,5,<$50k,3,136
49003,5,>$150k,1,179
49003,5,>$150k,2,93
49003,5,>$150k,3,272
49003,6,$100k–$150k,1,114
49003,6,$100k–$150k,2,158
49003,6,$100k–$150k,3,346
49003,6,$50k–$100k,0,13
49003,6,$50k–$100k,1,310
49003,6,$50k–$100k,2,284
49003,6,$50k–$100k,3,826
49003,6,<$50k,0,72
49003,6,<$50k,1,191
49003,6,<$50k,2,143
49003,6,<$50k,3,367
49003,6,>$150k,1,123
49003,6,>$150k,2,117
49003,6,>$150k,3,515
49004,1,$100k–$150k,0,95
49004,1,$100k–$150k,1,214
49004,1,$50k–$100k,0,464
49004,1,$50k–$100k,1,1181
49004,1,<$50k,0,2015
49004,1,<$50k,1,1460
49004,1,>$150k,0,30
49004,1,>$150k,1,309
49004,2,$100k–$150k,0,625
49004,2,$100k–$150k,1,899
49004,2,$100k–$150k,2,1841
49004,2,$50k–$100k,0,1581
49004,2,$50k–$100k,1,1034
49004,2,$50k–$100k,2,2466
49004,2,<$50k,0,1055
49004,2,<$50k,1,852
49004,2,<$50k,2,885
49004,2,>$150k,0,542
49004,2,>$150k,1,1129
49004,2,>$150k,2,1573
49004,3,$100k–$150k,0,73
49004,3,$100k–$150k,1,352
49004,3,$100k–$150k,2,630
49004,3,$100k–$150k,3,700
49004,3,$50k–$100k,0,58
49004,3,$50k–$100k,1,705
49004,3,$50k–$100k,2,1061
49004,3,$50k–$100k,3,214
49004,3,<$50k,0,185
49004,3,<$50k,1,614
49004,3,<$50k,2,213
49004,3,<$50k,3,25
49004,3,>$150k,0,62
49004,3,>$150k,1,458
49004,3,>$150k,2,1222
49004,3,>$150k,3,649
49004,4,$100k–$150k,0,19
49004,4,$100k–$150k,1,552
49004,4,$100k–$150k,2,1048
49004,4,$100k–$150k,3,466
49004,4,$50k–$100k,0,95
49004,4,$50k–$100k,1,1024
49004,4,$50k–$100k,2,897
49004,4,$50k–$100k,3,410
49004,4,<$50k,0,105
49004,4,<$50k,1,510
49004,4,<$50k,2,240
49004,4,<$50k,3,16
49004,4,>$150k,1,510
49004,4,>$150k,2,1239
49004,4,>$150k,3,1096
49004,5,$100k–$150k,0,50
49004,5,$100k–$150k,1,288
49004,5,$100k–$150k,2,867
49004,5,$100k–$150k,3,661
49004,5,$50k–$100k,0,15
49004,5,$50k–$100k,1,594
49004,5,$50k–$100k,2,540
49004,5,$50k–$100k,3,300
49004,5,<$50k,0,10
49004,5,<$50k,1,146
49004,5,<$50k,2,73
49004,5,<$50k,3,23
49004,5,>$150k,1,671
49004,5,>$150k,2,977
49004,5,>$150k,3,1235
49004,6,$100k–$150k,1,706
49004,6,$100k–$150k,2,671
49004,6,$100k–$150k,3,642
49004,6,$50k–$100k,0,145
49004,6,$50k–$100k,1,648
49004,6,$50k–$100k,2,694
49004,6,$50k–$100k,3,434
49004,6,<$50k,0,156
49004,6,<$50k,1,456
49004,6,<$50k,2,113
49004,6,<$50k,3,71
49004,6,>$150k,1,1174
49004,6,>$150k,2,1260
49004,6,>$150k,3,1835
53000,1,$100k–$150k,0,212
53000,1,$100k–$150k,1,154
53000,1,$50k–$100k,0,1361
53000,1,$50k–$100k,1,1367
53000,1,<$50k,0,6663
53000,1,<$50k,1,3552
53000,1,>$150k,0,89
53000,1,>$150k,1,212
53000,2,$100k–$150k,0,1177
53000,2,$100k–$150k,1,1020
53000,2,$100k–$150k,2,2127
53000,2,$50k–$100k,0,4734
53000,2,$50k–$100k,1,2132
53000,2,$50k–$100k,2,3432
53000,2,<$50k,0,4720
53000,2,<$50k,1,1841
53000,2,<$50k,2,2063
53000,2,>$150k,0,1478
53000,2,>$150k,1,1208
53000,2,>$150k,2,1211
53000,3,$100k–$150k,0,66
53000,3,$100k–$150k,1,687
53000,3,$100k–$150k,2,887
53000,3,$100k–$150k,3,502
53000,3,$50k–$100k,0,363
53000,3,$50k–$100k,1,716
53000,3,$50k–$100k,2,1339
53000,3,$50k–$100k,3,619
53000,3,<$50k,0,291
53000,3,<$50k,1,887
53000,3,<$50k,2,620
53000,3,<$50k,3,80
53000,3,>$150k,0,29
53000,3,>$150k,1,242
53000,3,>$150k,2,575
53000,3,>$150k,3,382
53000,4,$100k–$150k,1,324
53000,4,$100k–$150k,2,840
53000,4,$100k–$150k,3,210
53000,4,$50k–$100k,0,55
53000,4,$50k–$100k,1,353
53000,4,$50k–$100k,2,1277
53000,4,$50k–$100k,3,579
53000,4,<$50k,0,274
53000,4,<$50k,1,684
53000,4,<$50k,2,461
53000,4,<$50k,3,45
53000,4,>$150k,1,410
53000,4,>$150k,2,808
53000,4,>$150k,3,722
53000,5,$100k–$150k,1,246
53000,5,$100k–$150k,2,1076
53000,5,$100k–$150k,3,475
53000,5,$50k–$100k,0,24
53000,5,$50k–$100k,1,669
53000,5,$50k–$100k,2,963
53000,5,$50k–$100k,3,708
53000,5,<$50k,0,97
53000,5,<$50k,1,438
53000,5,<$50k,2,333
53000,5,<$50k,3,52
53000,5,>$150k,0,10
53000,5,>$150k,1,147
53000,5,>$150k,2,215
53000,5,>$150k,3,577
53000,6,$100k–$150k,1,557
53000,6,$100k–$150k,2,868
53000,6,$100k–$150k,3,702
53000,6,$50k–$100k,1,311
53000,6,$50k–$100k,2,489
53000,6,$50k–$100k,3,320
53000,6,<$50k,0,34
53000,6,<$50k,1,472
53000,6,<$50k,2,146
53000,6,<$50k,3,17
53000,6,>$150k,0,17
53000,6,>$150k,1,210
53000,6,>$150k,2,140
53000,6,>$150k,3,521
57001,1,$100k–$150k,0,98
57001,1,$100k–$150k,1,567
57001,1,$50k–$100k,0,389
57001,1,$50k–$100k,1,2438
57001,1,<$50k,0,3528
57001,1,<$50k,1,1847
57001,1,>$150k,0,39
57001,1,>$150k,1,285
57001,2,$100k–$150k,0,386
57001,2,$100k–$150k,1,900
57001,2,$100k–$150k,2,2056
57001,2,$50k–$100k,0,1601
57001,2,$50k–$100k,1,1997
57001,2,$50k–$100k,2,2848
57001,2,<$50k,0,1808
57001,2,<$50k,1,1580
57001,2,<$50k,2,536
57001,2,>$150k,0,239
57001,2,>$150k,1,456
57001,2,>$150k,2,1320
57001,3,$100k–$150k,0,60
57001,3,$100k–$150k,1,417
57001,3,$100k–$150k,2,1122
57001,3,$100k–$150k,3,783
57001,3,$50k–$100k,0,165
57001,3,$50k–$100k,1,1217
57001,3,$50k–$100k,2,1613
57001,3,$50k–$100k,3,418
57001,3,<$50k,0,280
57001,3,<$50k,1,772
57001,3,<$50k,2,258
57001,3,<$50k,3,26
57001,3,>$150k,0,36
57001,3,>$150k,1,271
57001,3,>$150k,2,717
57001,3,>$150k,3,542
57001,4,$100k–$150k,0,11
57001,4,$100k–$150k,1,294
57001,4,$100k–$150k,2,1462
57001,4,$100k–$150k,3,687
57001,4,$50k–$100k,0,25
57001,4,$50k–$100k,1,706
57001,4,$50k–$100k,2,1546
57001,4,$50k–$100k,3,530
57001,4,<$50k,0,11
57001,4,<$50k,1,572
57001,4,<$50k,2,240
57001,4,>$150k,1,126
57001,4,>$150k,2,752
57001,4,>$150k,3,749
57001,5,$100k–$150k,1,231
57001,5,$100k–$150k,2,628
57001,5,$100k–$150k,3,856
57001,5,$50k–$100k,0,14
57001,5,$50k–$100k,1,572
57001,5,$50k–$100k,2,1042
57001,5,$50k–$100k,3,441
57001,5,<$50k,0,48
57001,5,<$50k,1,166
57001,5,<$50k,2,189
57001,5,<$50k,3,53
57001,5,>$150k,1,87
57001,5,>$150k,2,643
57001,5,>$150k,3,687
57001,6,$100k–$150k,1,315
57001,6,$100k–$150k,2,359
57001,6,$100k–$150k,3,393
57001,6,$50k–$100k,1,439
57001,6,$50k–$100k,2,682
57001,6,$50k–$100k,3,483
57001,6,<$50k,1,153
57001,6,<$50k,2,23
57001,6,<$50k,3,77
57001,6,>$150k,0,21
57001,6,>$150k,1,137
57001,6,>$150k,2,236
57001,6,>$150k,3,1122
57002,1,$100k–$150k,0,47
57002,1,$100k–$150k,1,449
57002,1,$50k–$100k,0,551
57002,1,$50k–$100k,1,2097
57002,1,<$50k,0,3751
57002,1,<$50k,1,3991
57002,1,>$150k,0,115
57002,1,>$150k,1,157
57002,2,$100k–$150k,0,456
57002,2,$100k–$150k,1,565
57002,2,$100k–$150k,2,1416
57002,2,$50k–$100k,0,1147
57002,2,$50k–$100k,1,1632
57002,2,$50k–$100k,2,3018
57002,2,<$50k,0,1241
57002,2,<$50k,1,1452
57002,2,<$50k,2,985
57002,2,>$150k,0,213
57002,2,>$150k,1,396
57002,2,>$150k,2,1308
57002,3,$100k–$150k,0,14
57002,3,$100k–$150k,1,262
57002,3,$100k–$150k,2,813
57002,3,$100k–$150k,3,197
57002,3,$50k–$100k,0,17
57002,3,$50k–$100k,1,525
57002,3,$50k–$100k,2,1309
57002,3,$50k–$100k,3,315
57002,3,<$50k,0,472
57002,3,<$50k,1,926
57002,3,<$50k,2,202
57002,3,<$50k,3,45
57002,3,>$150k,1,194
57002,3,>$150k,2,647
57002,3,>$150k,3,403
57002,4,$100k–$150k,1,82
57002,4,$100k–$150k,2,611
57002,4,$100k–$150k,3,518
57002,4,$50k–$100k,0,19
57002,4,$50k–$100k,1,699
57002,4,$50k–$100k,2,819
57002,4,$50k–$100k,3,421
57002,4,<$50k,0,195
57002,4,<$50k,1,356
57002,4,<$50k,2,144
57002,4,>$150k,1,42
57002,4,>$150k,2,388
57002,4,>$150k,3,487
57002,5,$100k–$150k,1,144
57002,5,$100k–$150k,2,149
57002,5,$100k–$150k,3,239
57002,5,$50k–$100k,0,20
57002,5,$50k–$100k,1,390
57002,5,$50k–$100k,2,400
57002,5,$50k–$100k,3,253
57002,5,<$50k,0,52
57002,5,<$50k,1,268
57002,5,<$50k,2,65
57002,5,<$50k,3,6
57002,5,>$150k,1,120
57002,5,>$150k,2,243
57002,5,>$150k,3,311
57002,6,$100k–$150k,1,70
57002,6,$100k–$150k,2,222
57002,6,$100k–$150k,3,258
57002,6,$50k–$100k,1,170
57002,6,$50k–$100k,2,448
57002,6,$50k–$100k,3,248
57002,6,<$50k,0,38
57002,6,<$50k,1,134
57002,6,<$50k,2,28
57002,6,>$150k,1,69
57002,6,>$150k,2,97
57002,6,>$150k,3,379
