"SITE","DATE_ONLY","HOUR","LENGTH_BIN","LENGTH_DEF","COUNT"
"-0307",10/08/2023,17,4,"L30-50",78
"-0307",10/08/2023,17,5,"L50-79",186
"-0307",10/08/2023,17,6,"L79-120",17
"-0307",10/08/2023,18,1,"L0-8",1
"-0307",10/08/2023,18,2,"L8-20",617
"-0307",10/08/2023,18,3,"L20-30",113
"-0307",10/08/2023,18,4,"L30-50",49
"-0307",10/08/2023,18,5,"L50-79",148
"-0307",10/08/2023,18,6,"L79-120",10
"-0307",10/08/2023,19,1,"L0-8",0
"-0307",10/08/2023,19,2,"L8-20",565
"-0307",10/08/2023,19,3,"L20-30",103
"-0307",10/08/2023,19,4,"L30-50",36
"-0307",10/08/2023,19,5,"L50-79",151
"-0307",10/08/2023,19,6,"L79-120",16
"-0307",10/08/2023,20,1,"L0-8",0
"-0307",10/08/2023,20,2,"L8-20",399
"-0307",10/08/2023,20,3,"L20-30",88
"-0307",10/08/2023,20,4,"L30-50",37
"-0307",10/08/2023,20,5,"L50-79",118
"-0307",10/08/2023,20,6,"L79-120",13
"-0307",10/08/2023,21,1,"L0-8",0
"-0307",10/08/2023,21,2,"L8-20",256
"-0307",10/08/2023,21,3,"L20-30",39
"-0307",10/08/2023,21,4,"L30-50",19
"-0307",10/08/2023,21,5,"L50-79",100
"-0307",10/08/2023,21,6,"L79-120",7
"-0307",10/08/2023,22,1,"L0-8",0
"-0307",10/08/2023,22,2,"L8-20",94
"-0307",10/08/2023,22,3,"L20-30",20
"-0307",10/08/2023,22,4,"L30-50",7
"-0307",10/08/2023,22,5,"L50-79",59
"-0307",10/08/2023,22,6,"L79-120",7
"-0307",10/08/2023,23,1,"L0-8",0
"-0307",10/08/2023,23,2,"L8-20",35
"-0307",10/08/2023,23,3,"L20-30",8
"-0307",10/08/2023,23,4,"L30-50",6
"-0307",10/08/2023,23,5,"L50-79",49
"-0307",10/08/2023,23,6,"L79-120",4
"-0307",10/09/2023,0,1,"L0-8",0
"-0307",10/09/2023,0,2,"L8-20",50
"-0307",10/09/2023,0,3,"L20-30",5
"-0307",10/09/2023,0,4,"L30-50",6
"-0307",10/09/2023,0,5,"L50-79",59
"-0307",10/09/2023,0,6,"L79-120",8
"-0307",10/09/2023,1,1,"L0-8",0
"-0307",10/09/2023,1,2,"L8-20",19
"-0307",10/09/2023,1,3,"L20-30",4
"-0307",10/09/2023,1,4,"L30-50",2
"-0307",10/09/2023,1,5,"L50-79",49
"-0307",10/09/2023,1,6,"L79-120",10
"-0307",10/09/2023,2,1,"L0-8",0
"-0307",10/09/2023,2,2,"L8-20",17
"-0307",10/09/2023,2,3,"L20-30",10
"-0307",10/09/2023,2,4,"L30-50",7
"-0307",10/09/2023,2,5,"L50-79",34
"-0307",10/09/2023,2,6,"L79-120",5
"-0307",10/09/2023,3,1,"L0-8",0
"-0307",10/09/2023,3,2,"L8-20",34
"-0307",10/09/2023,3,3,"L20-30",11
"-0307",10/09/2023,3,4,"L30-50",4
"-0307",10/09/2023,3,5,"L50-79",46
"-0307",10/09/2023,3,6,"L79-120",14
"-0307",10/09/2023,4,1,"L0-8",0
"-0307",10/09/2023,4,2,"L8-20",80
"-0307",10/09/2023,4,3,"L20-30",36
"-0307",10/09/2023,4,4,"L30-50",15
"-0307",10/09/2023,4,5,"L50-79",58
"-0307",10/09/2023,4,6,"L79-120",21
"-0307",10/09/2023,5,1,"L0-8",1
"-0307",10/09/2023,5,2,"L8-20",225
"-0307",10/09/2023,5,3,"L20-30",99
"-0307",10/09/2023,5,4,"L30-50",30
"-0307",10/09/2023,5,5,"L50-79",75
"-0307",10/09/2023,5,6,"L79-120",30
"-0307",10/09/2023,6,1,"L0-8",0
"-0307",10/09/2023,6,2,"L8-20",539
"-0307",10/09/2023,6,3,"L20-30",247
"-0307",10/09/2023,6,4,"L30-50",63
"-0307",10/09/2023,6,5,"L50-79",111
"-0307",10/09/2023,6,6,"L79-120",41
"-0307",10/09/2023,7,1,"L0-8",2
"-0307",10/09/2023,7,2,"L8-20",675
"-0307",10/09/2023,7,3,"L20-30",212
"-0307",10/09/2023,7,4,"L30-50",80
"-0307",10/09/2023,7,5,"L50-79",153
"-0307",10/09/2023,7,6,"L79-120",43
"-0307",10/09/2023,8,1,"L0-8",0
"-0307",10/09/2023,8,2,"L8-20",598
"-0307",10/09/2023,8,3,"L20-30",171
"-0307",10/09/2023,8,4,"L30-50",80
"-0307",10/09/2023,8,5,"L50-79",151
"-0307",10/09/2023,8,6,"L79-120",47
"-0307",10/09/2023,9,1,"L0-8",2
"-0307",10/09/2023,9,2,"L8-20",578
"-0307",10/09/2023,9,3,"L20-30",172
"-0307",10/09/2023,9,4,"L30-50",96
"-0307",10/09/2023,9,5,"L50-79",194
"-0307",10/09/2023,9,6,"L79-120",50
"-0307",10/09/2023,10,1,"L0-8",1
"-0307",10/09/2023,10,2,"L8-20",577
"-0307",10/09/2023,10,3,"L20-30",177
"-0307",10/09/2023,10,4,"L30-50",92
"-0307",10/09/2023,10,5,"L50-79",176
"-0307",10/09/2023,10,6,"L79-120",53
"-0307",10/09/2023,11,1,"L0-8",0
"-0307",10/09/2023,11,2,"L8-20",632
"-0307",10/09/2023,11,3,"L20-30",164
"-0307",10/09/2023,11,4,"L30-50",97
"-0307",10/09/2023,11,5,"L50-79",194
"-0307",10/09/2023,11,6,"L79-120",43
"-0307",10/09/2023,12,1,"L0-8",1
"-0307",10/09/2023,12,2,"L8-20",637
"-0307",10/09/2023,12,3,"L20-30",138
"-0307",10/09/2023,12,4,"L30-50",99
"-0307",10/09/2023,12,5,"L50-79",201
"-0307",10/09/2023,12,6,"L79-120",65
"-0307",10/09/2023,13,1,"L0-8",1
"-0307",10/09/2023,13,2,"L8-20",654
"-0307",10/09/2023,13,3,"L20-30",157
"-0307",10/09/2023,13,4,"L30-50",105
"-0307",10/09/2023,13,5,"L50-79",194
"-0307",10/09/2023,13,6,"L79-120",63
"-0307",10/09/2023,14,1,"L0-8",0
"-0307",10/09/2023,14,2,"L8-20",678
"-0307",10/09/2023,14,3,"L20-30",204
"-0307",10/09/2023,14,4,"L30-50",112
"-0307",10/09/2023,14,5,"L50-79",201
"-0307",10/09/2023,14,6,"L79-120",55
"-0307",10/09/2023,15,1,"L0-8",1
"-0307",10/09/2023,15,2,"L8-20",871
"-0307",10/09/2023,15,3,"L20-30",246
"-0307",10/09/2023,15,4,"L30-50",116
"-0307",10/09/2023,15,5,"L50-79",193
"-0307",10/09/2023,15,6,"L79-120",30
"-0307",10/09/2023,16,1,"L0-8",1
"-0307",10/09/2023,16,2,"L8-20",992
"-0307",10/09/2023,16,3,"L20-30",223
"-0307",10/09/2023,16,4,"L30-50",122
"-0307",10/09/2023,16,5,"L50-79",171
"-0307",10/09/2023,16,6,"L79-120",34
"-0307",10/09/2023,17,1,"L0-8",0
"-0307",10/09/2023,17,2,"L8-20",984
"-0307",10/09/2023,17,3,"L20-30",245
"-0307",10/09/2023,17,4,"L30-50",99
"-0307",10/09/2023,17,5,"L50-79",173
"-0307",10/09/2023,17,6,"L79-120",26
"-0307",10/09/2023,18,1,"L0-8",2
"-0307",10/09/2023,18,2,"L8-20",737
"-0307",10/09/2023,18,3,"L20-30",188
"-0307",10/09/2023,18,4,"L30-50",80
"-0307",10/09/2023,18,5,"L50-79",163
"-0307",10/09/2023,18,6,"L79-120",18
"-0307",10/09/2023,19,1,"L0-8",0
"-0307",10/09/2023,19,2,"L8-20",500
"-0307",10/09/2023,19,3,"L20-30",89
"-0307",10/09/2023,19,4,"L30-50",59
"-0307",10/09/2023,19,5,"L50-79",137
"-0307",10/09/2023,19,6,"L79-120",21
"-0307",10/09/2023,20,1,"L0-8",0
"-0307",10/09/2023,20,2,"L8-20",324
"-0307",10/09/2023,20,3,"L20-30",75
"-0307",10/09/2023,20,4,"L30-50",36
"-0307",10/09/2023,20,5,"L50-79",121
"-0307",10/09/2023,20,6,"L79-120",11
"-0307",10/09/2023,21,1,"L0-8",0
"-0307",10/09/2023,21,2,"L8-20",210
"-0307",10/09/2023,21,3,"L20-30",44
"-0307",10/09/2023,21,4,"L30-50",18
"-0307",10/09/2023,21,5,"L50-79",102
"-0307",10/09/2023,21,6,"L79-120",9
"-0307",10/09/2023,22,1,"L0-8",0
"-0307",10/09/2023,22,2,"L8-20",103
"-0307",10/09/2023,22,3,"L20-30",15
"-0307",10/09/2023,22,4,"L30-50",8
"-0307",10/09/2023,22,5,"L50-79",56
"-0307",10/09/2023,22,6,"L79-120",7
"-0307",10/09/2023,23,1,"L0-8",0
"-0307",10/09/2023,23,2,"L8-20",34
"-0307",10/09/2023,23,3,"L20-30",13
"-0307",10/09/2023,23,4,"L30-50",3
"-0307",10/09/2023,23,5,"L50-79",63
"-0307",10/09/2023,23,6,"L79-120",5
"-0307",10/10/2023,0,1,"L0-8",0
"-0307",10/10/2023,0,2,"L8-20",34
"-0307",10/10/2023,0,3,"L20-30",7
"-0307",10/10/2023,0,4,"L30-50",5
"-0307",10/10/2023,0,5,"L50-79",70
"-0307",10/10/2023,0,6,"L79-120",10
"-0307",10/10/2023,1,1,"L0-8",0
"-0307",10/10/2023,1,2,"L8-20",21
"-0307",10/10/2023,1,3,"L20-30",5
"-0307",10/10/2023,1,4,"L30-50",3
"-0307",10/10/2023,1,5,"L50-79",56
"-0307",10/10/2023,1,6,"L79-120",5
"-0307",10/10/2023,2,1,"L0-8",0
"-0307",10/10/2023,2,2,"L8-20",23
"-0307",10/10/2023,2,3,"L20-30",4
"-0307",10/10/2023,2,4,"L30-50",7
"-0307",10/10/2023,2,5,"L50-79",47
"-0307",10/10/2023,2,6,"L79-120",6
"-0307",10/10/2023,3,1,"L0-8",0
"-0307",10/10/2023,3,2,"L8-20",35
"-0307",10/10/2023,3,3,"L20-30",8
"-0307",10/10/2023,3,4,"L30-50",8
"-0307",10/10/2023,3,5,"L50-79",54
"-0307",10/10/2023,3,6,"L79-120",11
"-0307",10/10/2023,4,1,"L0-8",0
"-0307",10/10/2023,4,2,"L8-20",95
"-0307",10/10/2023,4,3,"L20-30",32
"-0307",10/10/2023,4,4,"L30-50",20
"-0307",10/10/2023,4,5,"L50-79",73
"-0307",10/10/2023,4,6,"L79-120",23
"-0307",10/10/2023,5,1,"L0-8",0
"-0307",10/10/2023,5,2,"L8-20",250
"-0307",10/10/2023,5,3,"L20-30",95
"-0307",10/10/2023,5,4,"L30-50",24
"-0307",10/10/2023,5,5,"L50-79",71
"-0307",10/10/2023,5,6,"L79-120",34
"-0307",10/10/2023,6,1,"L0-8",0
"-0307",10/10/2023,6,2,"L8-20",561
"-0307",10/10/2023,6,3,"L20-30",229
"-0307",10/10/2023,6,4,"L30-50",62
"-0307",10/10/2023,6,5,"L50-79",116
"-0307",10/10/2023,6,6,"L79-120",33
"-0307",10/10/2023,7,1,"L0-8",1
"-0307",10/10/2023,7,2,"L8-20",691
"-0307",10/10/2023,7,3,"L20-30",224
"-0307",10/10/2023,7,4,"L30-50",83
"-0307",10/10/2023,7,5,"L50-79",140
"-0307",10/10/2023,7,6,"L79-120",54
"-0307",10/10/2023,8,1,"L0-8",1
"-0307",10/10/2023,8,2,"L8-20",577
"-0307",10/10/2023,8,3,"L20-30",209
"-0307",10/10/2023,8,4,"L30-50",94
"-0307",10/10/2023,8,5,"L50-79",170
"-0307",10/10/2023,8,6,"L79-120",52
"-0307",10/10/2023,9,1,"L0-8",0
"-0307",10/10/2023,9,2,"L8-20",551
"-0307",10/10/2023,9,3,"L20-30",174
"-0307",10/10/2023,9,4,"L30-50",79
"-0307",10/10/2023,9,5,"L50-79",166
"-0307",10/10/2023,9,6,"L79-120",52
"-0307",10/10/2023,10,1,"L0-8",0
"-0307",10/10/2023,10,2,"L8-20",554
"-0307",10/10/2023,10,3,"L20-30",166
"-0307",10/10/2023,10,4,"L30-50",88
"-0307",10/10/2023,10,5,"L50-79",196
"-0307",10/10/2023,10,6,"L79-120",55
"-0307",10/10/2023,11,1,"L0-8",0
"-0307",10/10/2023,11,2,"L8-20",562
"-0307",10/10/2023,11,3,"L20-30",140
"-0307",10/10/2023,11,4,"L30-50",103
"-0307",10/10/2023,11,5,"L50-79",208
"-0307",10/10/2023,11,6,"L79-120",52
"-0307",10/10/2023,12,1,"L0-8",1
"-0307",10/10/2023,12,2,"L8-20",509
"-0307",10/10/2023,12,3,"L20-30",138
"-0307",10/10/2023,12,4,"L30-50",70
"-0307",10/10/2023,12,5,"L50-79",164
"-0307",10/10/2023,12,6,"L79-120",43
"-0307",10/10/2023,13,1,"L0-8",0
"-0307",10/10/2023,13,2,"L8-20",623
"-0307",10/10/2023,13,3,"L20-30",179
"-0307",10/10/2023,13,4,"L30-50",91
"-0307",10/10/2023,13,5,"L50-79",180
"-0307",10/10/2023,13,6,"L79-120",36
"-0307",10/10/2023,14,1,"L0-8",1
"-0307",10/10/2023,14,2,"L8-20",576
"-0307",10/10/2023,14,3,"L20-30",152
"-0307",10/10/2023,14,4,"L30-50",78
"-0307",10/10/2023,14,5,"L50-79",157
"-0307",10/10/2023,14,6,"L79-120",33
"-0307",10/10/2023,15,1,"L0-8",0
"-0307",10/10/2023,15,2,"L8-20",689
"-0307",10/10/2023,15,3,"L20-30",169
"-0307",10/10/2023,15,4,"L30-50",94
"-0307",10/10/2023,15,5,"L50-79",173
"-0307",10/10/2023,15,6,"L79-120",33
"-0307",10/10/2023,16,1,"L0-8",1
"-0307",10/10/2023,16,2,"L8-20",737
"-0307",10/10/2023,16,3,"L20-30",197
"-0307",10/10/2023,16,4,"L30-50",62
"-0307",10/10/2023,16,5,"L50-79",131
"-0307",10/10/2023,16,6,"L79-120",26
"-0307",10/10/2023,17,1,"L0-8",0
"-0307",10/10/2023,17,2,"L8-20",757
"-0307",10/10/2023,17,3,"L20-30",208
"-0307",10/10/2023,17,4,"L30-50",63
"-0307",10/10/2023,17,5,"L50-79",107
"-0307",10/10/2023,17,6,"L79-120",13
"-0307",10/10/2023,18,1,"L0-8",0
"-0307",10/10/2023,18,2,"L8-20",637
"-0307",10/10/2023,18,3,"L20-30",143
"-0307",10/10/2023,18,4,"L30-50",55
"-0307",10/10/2023,18,5,"L50-79",97
"-0307",10/10/2023,18,6,"L79-120",12
"-0307",10/10/2023,19,1,"L0-8",0
"-0307",10/10/2023,19,2,"L8-20",434
"-0307",10/10/2023,19,3,"L20-30",86
"-0307",10/10/2023,19,4,"L30-50",36
"-0307",10/10/2023,19,5,"L50-79",98
"-0307",10/10/2023,19,6,"L79-120",8
"-0307",10/10/2023,20,1,"L0-8",0
"-0307",10/10/2023,20,2,"L8-20",331
"-0307",10/10/2023,20,3,"L20-30",70
"-0307",10/10/2023,20,4,"L30-50",21
"-0307",10/10/2023,20,5,"L50-79",117
"-0307",10/10/2023,20,6,"L79-120",6
"-0307",10/10/2023,21,1,"L0-8",1
"-0307",10/10/2023,21,2,"L8-20",204
"-0307",10/10/2023,21,3,"L20-30",35
"-0307",10/10/2023,21,4,"L30-50",18
"-0307",10/10/2023,21,5,"L50-79",109
"-0307",10/10/2023,21,6,"L79-120",8
"-0307",10/10/2023,22,1,"L0-8",0
"-0307",10/10/2023,22,2,"L8-20",109
"-0307",10/10/2023,22,3,"L20-30",22
"-0307",10/10/2023,22,4,"L30-50",19
"-0307",10/10/2023,22,5,"L50-79",103
"-0307",10/10/2023,22,6,"L79-120",17
"-0307",10/10/2023,23,1,"L0-8",0
"-0307",10/10/2023,23,2,"L8-20",73
"-0307",10/10/2023,23,3,"L20-30",13
"-0307",10/10/2023,23,4,"L30-50",12
"-0307",10/10/2023,23,5,"L50-79",83
"-0307",10/10/2023,23,6,"L79-120",6
"-0307",10/11/2023,0,1,"L0-8",0
"-0307",10/11/2023,0,2,"L8-20",40
"-0307",10/11/2023,0,3,"L20-30",10
"-0307",10/11/2023,0,4,"L30-50",5
"-0307",10/11/2023,0,5,"L50-79",75
"-0307",10/11/2023,0,6,"L79-120",8
"-0307",10/11/2023,1,1,"L0-8",0
"-0307",10/11/2023,1,2,"L8-20",23
"-0307",10/11/2023,1,3,"L20-30",5
"-0307",10/11/2023,1,4,"L30-50",4
"-0307",10/11/2023,1,5,"L50-79",71
"-0307",10/11/2023,1,6,"L79-120",8
"-0307",10/11/2023,2,1,"L0-8",0
"-0307",10/11/2023,2,2,"L8-20",22
"-0307",10/11/2023,2,3,"L20-30",6
"-0307",10/11/2023,2,4,"L30-50",7
"-0307",10/11/2023,2,5,"L50-79",67
"-0307",10/11/2023,2,6,"L79-120",2
"-0307",10/11/2023,3,1,"L0-8",0
"-0307",10/11/2023,3,2,"L8-20",37
"-0307",10/11/2023,3,3,"L20-30",10
"-0307",10/11/2023,3,4,"L30-50",9
"-0307",10/11/2023,3,5,"L50-79",93
"-0307",10/11/2023,3,6,"L79-120",15
"-0307",10/11/2023,4,1,"L0-8",0
"-0307",10/11/2023,4,2,"L8-20",91
"-0307",10/11/2023,4,3,"L20-30",24
"-0307",10/11/2023,4,4,"L30-50",12
"-0307",10/11/2023,4,5,"L50-79",79
"-0307",10/11/2023,4,6,"L79-120",16
"-0307",10/11/2023,5,1,"L0-8",0
"-0307",10/11/2023,5,2,"L8-20",279
"-0307",10/11/2023,5,3,"L20-30",84
"-0307",10/11/2023,5,4,"L30-50",14
"-0307",10/11/2023,5,5,"L50-79",104
"-0307",10/11/2023,5,6,"L79-120",31
"-0307",10/11/2023,6,1,"L0-8",0
"-0307",10/11/2023,6,2,"L8-20",504
"-0307",10/11/2023,6,3,"L20-30",197
"-0307",10/11/2023,6,4,"L30-50",39
"-0307",10/11/2023,6,5,"L50-79",117
"-0307",10/11/2023,6,6,"L79-120",20
"-0307",10/11/2023,7,1,"L0-8",1
"-0307",10/11/2023,7,2,"L8-20",614
"-0307",10/11/2023,7,3,"L20-30",181
"-0307",10/11/2023,7,4,"L30-50",69
"-0307",10/11/2023,7,5,"L50-79",158
"-0307",10/11/2023,7,6,"L79-120",50
"-0307",10/11/2023,8,1,"L0-8",1
"-0307",10/11/2023,8,2,"L8-20",615
"-0307",10/11/2023,8,3,"L20-30",173
"-0307",10/11/2023,8,4,"L30-50",61
"-0307",10/11/2023,8,5,"L50-79",189
"-0307",10/11/2023,8,6,"L79-120",57
"-0307",10/11/2023,9,1,"L0-8",1
"-0307",10/11/2023,9,2,"L8-20",588
"-0307",10/11/2023,9,3,"L20-30",172
"-0307",10/11/2023,9,4,"L30-50",78
"-0307",10/11/2023,9,5,"L50-79",200
"-0307",10/11/2023,9,6,"L79-120",70
"-0307",10/11/2023,10,1,"L0-8",0
"-0307",10/11/2023,10,2,"L8-20",551
"-0307",10/11/2023,10,3,"L20-30",176
"-0307",10/11/2023,10,4,"L30-50",69
"-0307",10/11/2023,10,5,"L50-79",226
"-0307",10/11/2023,10,6,"L79-120",83
"-0307",10/11/2023,11,1,"L0-8",0
"-0307",10/11/2023,11,2,"L8-20",583
"-0307",10/11/2023,11,3,"L20-30",151
"-0307",10/11/2023,11,4,"L30-50",96
"-0307",10/11/2023,11,5,"L50-79",198
"-0307",10/11/2023,11,6,"L79-120",71
"-0307",10/11/2023,12,1,"L0-8",0
"-0307",10/11/2023,12,2,"L8-20",550
"-0307",10/11/2023,12,3,"L20-30",149
"-0307",10/11/2023,12,4,"L30-50",96
"-0307",10/11/2023,12,5,"L50-79",232
"-0307",10/11/2023,12,6,"L79-120",69
"-0307",10/11/2023,13,1,"L0-8",1
"-0307",10/11/2023,13,2,"L8-20",644
"-0307",10/11/2023,13,3,"L20-30",179
"-0307",10/11/2023,13,4,"L30-50",74
"-0307",10/11/2023,13,5,"L50-79",244
"-0307",10/11/2023,13,6,"L79-120",52
"-0307",10/11/2023,14,1,"L0-8",4
"-0307",10/11/2023,14,2,"L8-20",582
"-0307",10/11/2023,14,3,"L20-30",165
"-0307",10/11/2023,14,4,"L30-50",86
"-0307",10/11/2023,14,5,"L50-79",214
"-0307",10/11/2023,14,6,"L79-120",70
"-0307",10/11/2023,15,1,"L0-8",2
"-0307",10/11/2023,15,2,"L8-20",838
"-0307",10/11/2023,15,3,"L20-30",243
"-0307",10/11/2023,15,4,"L30-50",111
"-0307",10/11/2023,15,5,"L50-79",234
"-0307",10/11/2023,15,6,"L79-120",58
"-0307",10/11/2023,16,1,"L0-8",0
"-0307",10/11/2023,16,2,"L8-20",950
"-0307",10/11/2023,16,3,"L20-30",230
"-0307",10/11/2023,16,4,"L30-50",83
"-0307",10/11/2023,16,5,"L50-79",210
"-0307",10/11/2023,16,6,"L79-120",29
"-0307",10/11/2023,17,1,"L0-8",0
"-0307",10/11/2023,17,2,"L8-20",935
"-0307",10/11/2023,17,3,"L20-30",222
"-0307",10/11/2023,17,4,"L30-50",67
"-0307",10/11/2023,17,5,"L50-79",205
"-0307",10/11/2023,17,6,"L79-120",24
"-0307",10/11/2023,18,1,"L0-8",0
"-0307",10/11/2023,18,2,"L8-20",669
"-0307",10/11/2023,18,3,"L20-30",141
"-0307",10/11/2023,18,4,"L30-50",64
"-0307",10/11/2023,18,5,"L50-79",182
"-0307",10/11/2023,18,6,"L79-120",23
"-0307",10/11/2023,19,1,"L0-8",1
"-0307",10/11/2023,19,2,"L8-20",449
"-0307",10/11/2023,19,3,"L20-30",95
"-0307",10/11/2023,19,4,"L30-50",42
"-0307",10/11/2023,19,5,"L50-79",164
"-0307",10/11/2023,19,6,"L79-120",13
"-0307",10/11/2023,20,1,"L0-8",0
"-0307",10/11/2023,20,2,"L8-20",351
"-0307",10/11/2023,20,3,"L20-30",82
"-0307",10/11/2023,20,4,"L30-50",30
"-0307",10/11/2023,20,5,"L50-79",139
"-0307",10/11/2023,20,6,"L79-120",22
"-0307",10/11/2023,21,1,"L0-8",1
"-0307",10/11/2023,21,2,"L8-20",202
"-0307",10/11/2023,21,3,"L20-30",56
"-0307",10/11/2023,21,4,"L30-50",33
"-0307",10/11/2023,21,5,"L50-79",154
"-0307",10/11/2023,21,6,"L79-120",13
"-0307",10/11/2023,22,1,"L0-8",0
"-0307",10/11/2023,22,2,"L8-20",130
"-0307",10/11/2023,22,3,"L20-30",13
"-0307",10/11/2023,22,4,"L30-50",10
"-0307",10/11/2023,22,5,"L50-79",128
"-0307",10/11/2023,22,6,"L79-120",11
"-0307",10/11/2023,23,1,"L0-8",0
"-0307",10/11/2023,23,2,"L8-20",75
"-0307",10/11/2023,23,3,"L20-30",7
"-0307",10/11/2023,23,4,"L30-50",5
"-0307",10/11/2023,23,5,"L50-79",81
"-0307",10/11/2023,23,6,"L79-120",8
"-0307",10/12/2023,0,1,"L0-8",0
"-0307",10/12/2023,0,2,"L8-20",41
"-0307",10/12/2023,0,3,"L20-30",11
"-0307",10/12/2023,0,4,"L30-50",10
"-0307",10/12/2023,0,5,"L50-79",67
"-0307",10/12/2023,0,6,"L79-120",7
"-0307",10/12/2023,1,1,"L0-8",0
"-0307",10/12/2023,1,2,"L8-20",30
"-0307",10/12/2023,1,3,"L20-30",4
"-0307",10/12/2023,1,4,"L30-50",5
"-0307",10/12/2023,1,5,"L50-79",89
"-0307",10/12/2023,1,6,"L79-120",5
"-0307",10/12/2023,2,1,"L0-8",0
"-0307",10/12/2023,2,2,"L8-20",22
"-0307",10/12/2023,2,3,"L20-30",3
"-0307",10/12/2023,2,4,"L30-50",9
"-0307",10/12/2023,2,5,"L50-79",83
"-0307",10/12/2023,2,6,"L79-120",16
"-0307",10/12/2023,3,1,"L0-8",0
"-0307",10/12/2023,3,2,"L8-20",32
"-0307",10/12/2023,3,3,"L20-30",6
"-0307",10/12/2023,3,4,"L30-50",5
"-0307",10/12/2023,3,5,"L50-79",64
"-0307",10/12/2023,3,6,"L79-120",10
"-0307",10/12/2023,4,1,"L0-8",0
"-0307",10/12/2023,4,2,"L8-20",92
"-0307",10/12/2023,4,3,"L20-30",25
"-0307",10/12/2023,4,4,"L30-50",13
"-0307",10/12/2023,4,5,"L50-79",67
"-0307",10/12/2023,4,6,"L79-120",15
"-0307",10/12/2023,5,1,"L0-8",0
"-0307",10/12/2023,5,2,"L8-20",265
"-0307",10/12/2023,5,3,"L20-30",92
"-0307",10/12/2023,5,4,"L30-50",26
"-0307",10/12/2023,5,5,"L50-79",77
"-0307",10/12/2023,5,6,"L79-120",24
"-0307",10/12/2023,6,1,"L0-8",0
"-0307",10/12/2023,6,2,"L8-20",588
"-0307",10/12/2023,6,3,"L20-30",182
"-0307",10/12/2023,6,4,"L30-50",43
"-0307",10/12/2023,6,5,"L50-79",118
"-0307",10/12/2023,6,6,"L79-120",30
"-0307",10/12/2023,7,1,"L0-8",2
"-0307",10/12/2023,7,2,"L8-20",632
"-0307",10/12/2023,7,3,"L20-30",177
"-0307",10/12/2023,7,4,"L30-50",57
"-0307",10/12/2023,7,5,"L50-79",166
"-0307",10/12/2023,7,6,"L79-120",45
"-0307",10/12/2023,8,1,"L0-8",1
"-0307",10/12/2023,8,2,"L8-20",601
"-0307",10/12/2023,8,3,"L20-30",203
"-0307",10/12/2023,8,4,"L30-50",74
"-0307",10/12/2023,8,5,"L50-79",181
"-0307",10/12/2023,8,6,"L79-120",53
"-0307",10/12/2023,9,1,"L0-8",0
"-0307",10/12/2023,9,2,"L8-20",570
"-0307",10/12/2023,9,3,"L20-30",152
"-0307",10/12/2023,9,4,"L30-50",72
"-0307",10/12/2023,9,5,"L50-79",204
"-0307",10/12/2023,9,6,"L79-120",70
"-0307",10/12/2023,10,1,"L0-8",1
"-0307",10/12/2023,10,2,"L8-20",558
"-0307",10/12/2023,10,3,"L20-30",174
"-0307",10/12/2023,10,4,"L30-50",70
"-0307",10/12/2023,10,5,"L50-79",176
"-0307",10/12/2023,10,6,"L79-120",61
"-0307",10/12/2023,11,1,"L0-8",0
"-0307",10/12/2023,11,2,"L8-20",527
"-0307",10/12/2023,11,3,"L20-30",151
"-0307",10/12/2023,11,4,"L30-50",82
"-0307",10/12/2023,11,5,"L50-79",206
"-0307",10/12/2023,11,6,"L79-120",57
"-0307",10/12/2023,12,1,"L0-8",0
"-0307",10/12/2023,12,2,"L8-20",580
"-0307",10/12/2023,12,3,"L20-30",151
"-0307",10/12/2023,12,4,"L30-50",70
"-0307",10/12/2023,12,5,"L50-79",203
"-0307",10/12/2023,12,6,"L79-120",57
"-0307",10/12/2023,13,1,"L0-8",1
"-0307",10/12/2023,13,2,"L8-20",630
"-0307",10/12/2023,13,3,"L20-30",143
"-0307",10/12/2023,13,4,"L30-50",95
"-0307",10/12/2023,13,5,"L50-79",229
"-0307",10/12/2023,13,6,"L79-120",54
"-0307",10/12/2023,14,1,"L0-8",1
"-0307",10/12/2023,14,2,"L8-20",664
"-0307",10/12/2023,14,3,"L20-30",190
"-0307",10/12/2023,14,4,"L30-50",82
"-0307",10/12/2023,14,5,"L50-79",197
"-0307",10/12/2023,14,6,"L79-120",49
"-0307",10/12/2023,15,1,"L0-8",3
"-0307",10/12/2023,15,2,"L8-20",859
"-0307",10/12/2023,15,3,"L20-30",234
"-0307",10/12/2023,15,4,"L30-50",108
"-0307",10/12/2023,15,5,"L50-79",224
"-0307",10/12/2023,15,6,"L79-120",47
"-0307",10/12/2023,16,1,"L0-8",0
"-0307",10/12/2023,16,2,"L8-20",951
"-0307",10/12/2023,16,3,"L20-30",245
"-0307",10/12/2023,16,4,"L30-50",101
"-0307",10/12/2023,16,5,"L50-79",194
"-0307",10/12/2023,16,6,"L79-120",27
"-0307",10/12/2023,17,1,"L0-8",3
"-0307",10/12/2023,17,2,"L8-20",929
"-0307",10/12/2023,17,3,"L20-30",265
"-0307",10/12/2023,17,4,"L30-50",83
"-0307",10/12/2023,17,5,"L50-79",185
"-0307",10/12/2023,17,6,"L79-120",22
"-0307",10/12/2023,18,1,"L0-8",2
"-0307",10/12/2023,18,2,"L8-20",700
