Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,LT,MD,HV,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,Tel_HBW,Tel_NHBW
       128,         224.18,          47.76,         388.25,              0,              0,         150.76,         107.27,              0,              0,              0,         243.64,         150.25,          43.23,          46.70,         252.82,         171.41,          43.38,          56.95,          27.63,          15.12
       129,         212.95,          45.88,         420.00,              0,              0,          60.40,          99.96,              0,              0,              0,         228.81,         178.13,          47.01,          54.95,         241.75,         193.59,          40.75,          55.86,          26.22,           2.94
       130,         218.21,          47.77,         377.51,              0,              0,          57.96,         101.15,              0,              0,              0,         211.11,         122.32,          38.99,          52.33,         277.54,         120.83,          49.04,          74.07,          26.64,           2.32
       131,         233.95,          44.69,         354.83,              0,              0,          70.71,         100.57,              0,              0,              0,         191.56,         135.65,          41.68,          46.17,         272.99,         137.60,          52.98,          63.62,          28.95,           3.63
       132,         196.58,          49.31,         350.19,              0,              0,          68.61,         100.61,              0,              0,              0,         217.58,         137.38,          43.27,          47.09,         265.65,         125.62,          51.27,          60.00,          24.07,           3.43
       133,         185.07,          50.56,         320.66,              0,              0,          61.68,          87.00,              0,              0,              0,         185.14,         128.88,          42.27,          47.69,         321.28,         116.92,          44.92,          65.08,          21.89,           2.64
       134,         194.67,          47.08,         346.35,              0,              0,          48.46,          97.68,              0,              0,              0,         208.53,          99.77,          43.11,          54.41,         283.50,         132.60,          60.11,          73.17,          22.53,           2.27
       135,         186.41,          48.08,         339.09,              0,              0,          47.42,          88.33,              0,              0,              0,         205.06,         113.26,          54.54,          49.31,         377.19,         124.65,          72.45,          68.88,          21.99,           2.32
       136,         163.85,          48.36,         312.04,              0,              0,          26.67,          85.76,              0,              0,              0,         221.86,         118.82,          43.43,          55.78,         316.03,         127.70,          58.13,          85.45,          19.57,           1.18
       137,         157.65,          48.01,         315.60,              0,              0,           8.73,          80.77,              0,              0,              0,         198.71,         128.85,          38.05,          64.09,         273.17,         114.32,          55.49,          91.32,          17.54,           0.33
       138,         150.72,          45.85,         309.71,              0,              0,           5.03,          81.03,              0,              0,              0,         180.71,          88.72,          46.44,          71.16,         250.88,         126.44,          51.12,         123.70,          16.42,           0.23
       139,         136.05,          48.35,         269.08,              0,              0,           1.53,          85.53,              0,              0,              0,         197.45,         140.45,          38.12,          58.00,         303.86,         116.42,          67.07,          87.92,          14.38,           0.01
       140,         142.11,          42.93,         271.60,              0,              0,           0.32,          70.09,              0,              0,              0,         164.51,         109.94,          35.36,          55.99,         276.66,         118.80,          43.05,          79.56,          15.36,              0
       141,         124.65,          48.48,         266.38,              0,              0,           0.07,          32.69,              0,              0,              0,         173.35,         124.27,          37.53,          55.88,         294.36,         109.71,          53.56,          84.81,          12.80,              0
       142,         124.01,          49.07,         253.05,              0,              0,           0.01,          17.53,              0,              0,              0,         153.86,         106.73,          32.25,          44.90,         222.83,         141.87,          39.12,          56.06,          13.12,              0
       143,         138.13,          51.23,         239.81,              0,              0,              0,           7.20,              0,              0,              0,         178.32,         105.84,          38.41,          45.47,         244.79,         102.79,          55.62,          66.18,          15.71,              0
       144,         123.29,          43.16,         251.81,              0,              0,              0,           1.24,              0,              0,              0,         192.48,          98.02,          37.57,          39.60,         253.32,          90.69,          50.25,          55.21,          14.13,              0
       145,         109.73,          44.98,         248.31,              0,              0,              0,           0.20,              0,              0,              0,         186.38,         111.21,          33.50,          56.07,         205.60,         118.98,          55.68,          79.80,          11.88,              0
       146,         119.32,          39.12,         225.49,              0,              0,              0,           0.01,              0,              0,              0,         157.09,         106.79,          35.37,          44.29,         231.54,         145.41,          50.52,          72.36,          13.36,              0
       147,         120.37,          30.60,         232.23,              0,              0,              0,              0,              0,              0,              0,         165.85,         103.28,          29.11,          44.36,         187.00,         107.17,          52.02,          66.89,          13.49,              0
       148,         111.22,          22.46,         207.25,              0,              0,              0,              0,              0,              0,              0,         159.85,         113.45,          30.31,          41.45,         191.92,         128.11,          44.07,          75.06,          12.32,              0
       149,          95.24,          11.02,         228.14,              0,              0,              0,              0,              0,              0,              0,         134.24,         105.06,          24.95,          41.88,         168.98,         102.07,          42.65,          70.20,           9.59,              0
       150,          93.86,           5.84,         214.84,              0,              0,              0,              0,              0,              0,              0,         108.47,         120.38,          24.28,          31.98,         141.82,         111.64,          39.46,          50.97,           9.21,              0
       151,          85.24,           2.75,         185.18,              0,              0,              0,              0,              0,              0,              0,         125.06,         106.99,          25.34,          34.22,         141.20,         109.10,          33.44,          51.82,           7.99,              0
       152,          80.23,           1.26,         200.43,              0,              0,              0,              0,              0,              0,              0,         142.76,         120.83,          25.30,          27.99,         153.86,         136.51,          43.05,          43.51,           7.60,              0
       153,          70.82,           0.43,         165.03,              0,              0,              0,              0,              0,              0,              0,         120.69,         105.19,          22.81,          25.83,         115.43,         116.71,          39.12,          45.28,           6.43,              0
       154,          69.67,           0.07,         115.62,              0,              0,              0,              0,              0,              0,              0,         120.57,         120.66,          24.36,          37.62,         116.16,         134.32,          35.35,          53.41,           6.51,              0
       155,          70.83,              0,          56.99,              0,              0,              0,              0,              0,              0,              0,         103.56,         121.90,          26.27,          33.90,         123.66,          95.83,          38.90,          60.29,           6.91,              0
       156,          67.55,              0,          30.01,              0,              0,              0,              0,              0,              0,              0,         113.27,         108.74,          21.41,          31.29,          97.70,         125.65,          34.92,          48.36,           6.45,              0
       157,          62.66,              0,          13.44,              0,              0,              0,              0,              0,              0,              0,          98.34,         141.78,          25.26,          27.08,          88.76,         121.66,          38.25,          41.65,           6.06,              0
       158,          62.69,              0,           6.40,              0,              0,              0,              0,              0,              0,              0,          94.13,         100.06,          18.19,          28.65,         104.11,         107.54,          32.53,          46.09,           6.67,              0
       159,          54.40,              0,           3.13,              0,              0,              0,              0,              0,              0,              0,         103.80,         115.87,          21.43,          26.64,         116.09,         107.46,          36.68,          41.52,           4.90,              0
       160,          40.35,              0,           0.09,              0,              0,              0,              0,              0,              0,              0,         120.20,         101.86,          21.62,          20.85,          98.48,         104.64,          41.41,          34.62,           3.65,              0
       161,          18.19,              0,              0,              0,              0,              0,              0,              0,              0,              0,          80.66,         143.48,          19.87,          25.85,         106.36,         104.39,          33.25,          47.16,           1.43,              0
       162,          10.62,              0,              0,              0,              0,              0,              0,              0,              0,              0,         114.35,         137.64,          15.23,          31.37,          95.14,         111.80,          27.47,          55.51,           0.64,              0
       163,           7.33,              0,              0,              0,              0,              0,              0,              0,              0,              0,         114.18,         114.51,          16.37,          27.36,         101.95,         122.82,          31.61,          52.74,           0.33,              0
       164,           3.29,              0,              0,              0,              0,              0,              0,              0,              0,              0,          88.61,         126.52,          14.38,          18.77,          91.60,         111.23,          31.39,          32.12,           0.18,              0
       165,           0.76,              0,              0,              0,              0,              0,              0,              0,              0,              0,          93.48,         135.57,          11.73,          20.66,          88.83,         106.60,          28.02,          37.30,           0.04,              0
       166,           0.67,              0,              0,              0,              0,              0,              0,              0,              0,              0,         121.97,         114.74,          12.39,          19.32,         100.69,         104.94,          22.74,          32.62,           0.02,              0
       167,           0.22,              0,           1.00,              0,              0,              0,              0,              0,              0,              0,          82.31,         115.14,           9.71,          13.33,         114.55,         128.78,          23.61,          28.23,           0.01,              0
       168,              0,              0,           1.00,              0,              0,              0,              0,              0,              0,              0,          84.52,         152.77,           8.32,          16.50,         103.23,         118.66,          20.52,          24.40,              0,              0
       169,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          78.57,         121.09,           6.99,          12.19,          84.82,         112.88,          19.88,          28.00,              0,              0
       170,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          94.48,         122.12,           8.34,          10.04,          88.14,         132.05,          16.65,          17.45,              0,              0
       171,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          87.97,         113.15,           7.51,          10.17,         100.31,         114.85,          21.67,          17.62,              0,              0
       172,              0,              0,           1.00,              0,              0,              0,              0,              0,              0,              0,          98.85,         103.51,           7.66,           9.56,         113.63,         129.13,          17.95,          18.59,              0,              0
       173,              0,              0,           1.00,              0,              0,              0,              0,              0,              0,              0,          82.93,         111.95,           6.90,           8.88,         103.25,         115.15,          20.83,          19.03,              0,              0
       174,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          97.81,          75.23,           6.39,          10.04,          75.05,          98.87,          16.60,          24.89,              0,              0
       175,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          96.90,          73.24,           5.70,           8.97,          86.52,          85.09,          21.36,          20.94,              0,              0
       176,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         103.66,          84.58,           4.88,           6.83,          95.16,         102.08,          17.53,          16.70,              0,              0
       177,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         105.73,          71.98,           4.46,           8.50,         104.56,          71.79,          17.37,          26.00,              0,              0
       178,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          93.31,          71.29,           3.48,           6.44,          99.12,         102.88,          15.90,          21.30,              0,              0
       179,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          91.82,          74.30,           3.54,           4.46,          77.95,          72.61,          15.28,          23.88,              0,              0
       180,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          98.20,          50.34,           1.68,           3.34,         156.35,          63.37,          15.28,          19.97,              0,              0
       181,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          99.23,          47.10,           1.00,           2.95,          72.74,          67.73,          11.91,          20.98,              0,              0
       182,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         116.05,          61.65,           0.53,           1.84,          94.90,          63.77,           9.63,          19.92,              0,              0
       183,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          97.02,          46.61,           0.22,           0.59,          83.89,          61.51,           7.50,          11.84,              0,              0
       184,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          97.48,          48.20,           0.11,           0.26,          97.06,          82.07,           5.59,          12.85,              0,              0
       185,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          91.65,          33.61,           0.04,           0.08,         119.84,          43.89,           6.85,          14.52,              0,              0
       186,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          89.52,          35.51,              0,           0.03,          93.86,          44.37,           5.31,          12.77,              0,              0
       187,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         127.97,          35.46,              0,              0,          75.59,          55.52,           3.73,          20.73,              0,              0
       188,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          92.63,          41.58,              0,              0,          88.52,          35.02,           1.78,          13.72,              0,              0
       189,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         122.94,          34.94,              0,              0,          98.54,          41.68,           0.73,          15.51,              0,              0
       190,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         114.96,          32.08,              0,              0,          91.68,          38.83,           0.35,          11.49,              0,              0
       191,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          98.01,          33.05,              0,              0,          90.20,          54.86,           0.06,           9.03,              0,              0
       192,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         126.37,          29.14,              0,              0,          86.71,          44.28,           0.03,           8.96,              0,              0
       193,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         104.04,          28.82,              0,              0,         106.61,          87.29,              0,           8.05,              0,              0
       194,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         109.92,          28.49,              0,              0,          94.85,          69.79,              0,           7.08,              0,              0
       195,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         112.92,          24.59,              0,              0,         101.60,          65.26,              0,           5.82,              0,              0
       196,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         130.77,          23.36,              0,              0,          93.17,          46.65,              0,           3.77,              0,              0
       197,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         106.38,          23.43,              0,              0,          90.85,          73.57,              0,           2.23,              0,              0
       198,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          98.61,          35.04,              0,              0,         113.43,          66.52,              0,           1.52,              0,              0
       199,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         103.50,          25.56,              0,              0,          99.21,          46.64,              0,           0.88,              0,              0
       200,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,         104.02,          25.40,              0,              0,          96.13,          43.64,              0,           0.42,              0,              0
       201,              0,              0,           1.00,              0,              0,              0,              0,              0,              0,              0,          85.88,          18.84,              0,              0,         112.41,          26.52,              0,           0.06,              0,              0
       202,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          83.67,          13.80,              0,              0,         116.56,          21.21,              0,           0.01,              0,              0
       203,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          71.02,          18.12,              0,              0,          95.22,          19.03,              0,              0,              0,              0
       204,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          65.09,          19.68,              0,              0,          87.88,          22.56,              0,              0,              0,              0
       205,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          59.58,          21.63,              0,              0,          73.74,          23.97,              0,              0,              0,              0
       206,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          62.64,          22.56,              0,              0,          86.95,          14.64,              0,              0,              0,              0
       207,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          68.99,          17.53,              0,              0,          71.25,          11.38,              0,              0,              0,              0
       208,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          75.93,          17.37,              0,              0,          95.12,          26.87,              0,              0,              0,              0
       209,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          51.06,          24.81,              0,              0,          66.62,          17.45,              0,              0,              0,              0
       210,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          55.62,          15.87,              0,              0,          67.29,          10.74,              0,              0,              0,              0
       211,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          45.95,          15.18,              0,              0,          55.25,          13.16,              0,              0,              0,              0
       212,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          43.30,          11.19,              0,              0,          69.00,          26.11,              0,              0,              0,              0
       213,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          46.11,          17.74,              0,              0,          54.38,          11.09,              0,              0,              0,              0
       214,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          51.70,          16.24,              0,              0,          49.18,          15.83,              0,              0,              0,              0
       215,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          36.77,          11.31,              0,              0,          90.16,          13.21,              0,              0,              0,              0
       216,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          33.34,          26.36,              0,              0,          44.65,          19.25,              0,              0,              0,              0
       217,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          33.57,          19.86,              0,              0,          40.96,          17.99,              0,              0,              0,              0
       218,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          30.73,          19.20,              0,              0,          36.24,          15.49,              0,              0,              0,              0
       219,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          33.76,          11.92,              0,              0,          40.19,          19.72,              0,              0,              0,              0
       220,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          18.28,          20.92,              0,              0,          51.85,          14.89,              0,              0,              0,              0
       221,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          21.00,          17.86,              0,              0,          27.97,          18.16,              0,              0,              0,              0
       222,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          18.52,          10.92,              0,              0,          24.62,          17.07,              0,              0,              0,              0
       223,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          21.76,          18.60,              0,              0,          34.17,          16.75,              0,              0,              0,              0
       224,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          21.97,          18.39,              0,              0,          25.23,           7.61,              0,              0,              0,              0
       225,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          19.06,           9.58,              0,              0,          33.47,           4.93,              0,              0,              0,              0
       226,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          21.52,           7.81,              0,              0,          23.87,           3.12,              0,              0,              0,              0
       227,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          20.50,           7.56,              0,              0,          49.58,           2.28,              0,              0,              0,              0
       228,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          16.65,           5.86,              0,              0,          45.76,           1.14,              0,              0,              0,              0
       229,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          22.25,           3.86,              0,              0,          59.15,           0.51,              0,              0,              0,              0
       230,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          19.65,           2.22,              0,              0,          41.39,           0.20,              0,              0,              0,              0
       231,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          23.31,           1.87,              0,              0,          63.88,           0.10,              0,              0,              0,              0
       232,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          19.86,           1.15,              0,              0,          61.12,           0.02,              0,              0,              0,              0
       233,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          16.56,           0.55,              0,              0,          64.41,              0,              0,              0,              0,              0
       234,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          26.33,           0.42,              0,              0,          32.10,           0.01,              0,              0,              0,              0
       235,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          20.77,           0.26,              0,              0,          61.97,              0,              0,              0,              0,              0
       236,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          18.65,           0.08,              0,              0,          42.75,              0,              0,              0,              0,              0
       237,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          16.86,           0.06,              0,              0,          30.91,              0,              0,              0,              0,              0
       238,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          18.32,              0,              0,              0,          24.00,              0,              0,              0,              0,              0
       239,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          17.92,              0,              0,              0,          17.11,              0,              0,              0,              0,              0
       240,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          13.75,              0,              0,              0,          17.93,              0,              0,              0,              0,              0
       241,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          19.59,              0,              0,              0,          17.39,              0,              0,              0,              0,              0
       242,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          15.96,              0,              0,              0,          24.68,              0,              0,              0,              0,              0
       243,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          10.14,              0,              0,              0,          13.70,              0,              0,              0,              0,              0
       244,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          15.60,              0,              0,              0,          10.23,              0,              0,              0,              0,              0
       245,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          21.42,              0,              0,              0,          20.98,              0,              0,              0,              0,              0
       246,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          15.15,              0,              0,              0,          17.63,              0,              0,              0,              0,              0
       247,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          12.45,              0,              0,              0,           9.52,              0,              0,              0,              0,              0
       248,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           8.57,              0,              0,              0,          10.62,              0,              0,              0,              0,              0
       249,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          14.18,              0,              0,              0,          17.26,              0,              0,              0,              0,              0
       250,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          16.17,              0,              0,              0,          15.28,              0,              0,              0,              0,              0
       251,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          11.33,              0,              0,              0,          10.35,              0,              0,              0,              0,              0
       252,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          17.65,              0,              0,              0,          11.69,              0,              0,              0,              0,              0
       253,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          14.89,              0,              0,              0,          15.17,              0,              0,              0,              0,              0
       254,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          18.60,              0,              0,              0,          15.24,              0,              0,              0,              0,              0
       255,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          14.46,              0,              0,              0,          16.77,              0,              0,              0,              0,              0
       256,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          11.86,              0,              0,              0,          13.48,              0,              0,              0,              0,              0
       257,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          16.86,              0,              0,              0,           9.75,              0,              0,              0,              0,              0
       258,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          15.91,              0,              0,              0,          22.48,              0,              0,              0,              0,              0
       259,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          12.86,              0,              0,              0,          10.97,              0,              0,              0,              0,              0
       260,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          13.32,              0,              0,              0,          11.40,              0,              0,              0,              0,              0
       261,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          13.54,              0,              0,              0,          15.19,              0,              0,              0,              0,              0
       262,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          16.20,              0,              0,              0,          12.62,              0,              0,              0,              0,              0
       263,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           9.04,              0,              0,              0,          11.47,              0,              0,              0,              0,              0
       264,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           6.89,              0,              0,              0,           5.35,              0,              0,              0,              0,              0
       265,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           5.71,              0,              0,              0,           2.53,              0,              0,              0,              0,              0
       266,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           4.32,              0,              0,              0,           2.68,              0,              0,              0,              0,              0
       267,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           3.67,              0,              0,              0,           1.64,              0,              0,              0,              0,              0
       268,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           1.54,              0,              0,              0,           0.61,              0,              0,              0,              0,              0
       269,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.90,              0,              0,              0,           0.27,              0,              0,              0,              0,              0
       270,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.75,              0,              0,              0,           0.05,              0,              0,              0,              0,              0
       271,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.17,              0,              0,              0,              0,              0,              0,              0,              0,              0
       272,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       273,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       274,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       275,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       276,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       277,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       278,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       279,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       280,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       281,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       282,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       283,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       284,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       285,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       286,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       287,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       288,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       289,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       290,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       291,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       292,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       293,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       294,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       295,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       296,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       297,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       298,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       299,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       300,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       301,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       302,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       303,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       304,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       305,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       306,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       307,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       308,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       309,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       310,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       311,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       312,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       313,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       314,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       315,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       316,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       317,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
